language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
de,2,7,Bewusste Bewegung,Bewegung,Häufigkeit schlägt Dauer.,Kurze häufige Spaziergänge sind besser als einer langen für kranke wie gesunde Hunde.,Verteile die Bewegung auf mehrere Momente im Tagesverlauf.
fr,2,7,Mouvement conscient,mouvement,La fréquence prime sur la durée.,De courtes promenades fréquentes valent mieux qu'une longue pour les chiens malades comme sains.,Répartissez le mouvement sur plusieurs moments dans la journée.
it,2,8,Movimento consapevole,movimento,Il dopo conta quanto il durante.,Il recupero è parte del movimento sano: osservare come sta dopo l'attività è fondamentale.,Nota come si comporta nelle ore successive alla passeggiata.
en,2,8,Mindful movement,movement,The after matters as much as the during.,Recovery is part of healthy movement: observing how they are after activity is key.,Note how they behave in the hours after the walk.
de,2,8,Bewusste Bewegung,Bewegung,Das Danach zählt genauso wie das Während.,Erholung ist Teil gesunder Bewegung: zu beobachten wie es ihm nach der Aktivität geht ist wichtig.,Beachte wie er sich in den Stunden nach dem Spaziergang verhält.
fr,2,8,Mouvement conscient,mouvement,L'après compte autant que le pendant.,La récupération fait partie du mouvement sain: observer comment il va après l'activité est essentiel.,Notez comment il se comporte dans les heures après la promenade.
it,2,9,Movimento consapevole,movimento,Il cane guida il ritmo.,Non forzare mai oltre i suoi segnali: vale per il malato come per il sano.,Lascia che sia lui a scegliere la velocità oggi.
en,2,9,Mindful movement,movement,The dog sets the pace.,Never push beyond their signals: applies to the sick dog as well as the healthy one.,Let them choose the speed today.
de,2,9,Bewusste Bewegung,Bewegung,Der Hund gibt das Tempo vor.,Dränge nie über seine Signale hinaus: gilt für den kranken wie für den gesunden Hund.,Lass ihn heute die Geschwindigkeit wählen.
fr,2,9,Mouvement conscient,mouvement,Le chien donne le rythme.,Ne forcez jamais au-delà de ses signaux: vaut pour le malade comme pour le sain.,Laissez-le choisir la vitesse aujourd'hui.
it,2,10,Movimento consapevole,movimento,I giorni difficili richiedono riposo.,Forzare quando sta male peggiora le cose: impara a riconoscere i giorni no.,Se oggi è rigido o spento riduci l'attività.
en,2,10,Mindful movement,movement,Difficult days require rest.,Pushing through when unwell makes things worse: learn to recognise bad days.,If they are stiff or dull today reduce activity.
de,2,10,Bewusste Bewegung,Bewegung,Schwierige Tage erfordern Ruhe.,Zu drängen wenn es ihm schlecht geht verschlechtert die Dinge: lerne schlechte Tage zu erkennen.,Wenn er heute steif oder lustlos ist reduziere die Aktivität.
fr,2,10,Mouvement conscient,mouvement,Les jours difficiles nécessitent du repos.,Forcer quand il va mal aggrave les choses: apprends à reconnaître les mauvais jours.,S'il est raide ou terne aujourd'hui réduisez l'activité.
it,2,11,Movimento consapevole,prevenzione,Il gioco è prevenzione in movimento.,Giocare stimola le articolazioni senza stressarle: ottimo per prevenire l'artrosi nei cani sani.,Proponi un gioco leggero adatto alla sua età.
en,2,11,Mindful movement,prevention,Play is prevention in motion.,Playing stimulates joints without stressing them: great for preventing arthritis in healthy dogs.,Offer a light game suited to their age.
de,2,11,Bewusste Bewegung,Prävention,Spielen ist Prävention in Bewegung.,Spielen stimuliert die Gelenke ohne sie zu belasten: gut um Arthritis bei gesunden Hunden vorzubeugen.,Biete ein leichtes für sein Alter geeignetes Spiel an.
fr,2,11,Mouvement conscient,prévention,Le jeu est une prévention en mouvement.,Jouer stimule les articulations sans les stresser: excellent pour prévenir l'arthrose chez les chiens sains.,Proposez un jeu léger adapté à son âge.
it,2,12,Movimento consapevole,prevenzione,Evita le superfici scivolose a casa.,Possono causare microtraumi alle articolazioni anche nel cane giovane e sano.,Metti un tappeto antiscivolo dove cammina di più.
en,2,12,Mindful movement,prevention,Avoid slippery surfaces at home.,They can cause micro-traumas to the joints even in young healthy dogs.,Put a non-slip rug where they walk most.
de,2,12,Bewusste Bewegung,Prävention,Vermeide rutschige Oberflächen zu Hause.,Sie können Mikrotraumen an den Gelenken auch bei jungen gesunden Hunden verursachen.,Lege einen rutschfesten Teppich dort hin wo er am meisten läuft.
fr,2,12,Mouvement conscient,prévention,Évitez les surfaces glissantes à la maison.,Elles peuvent causer des micro-traumatismes aux articulations même chez le jeune chien sain.,Posez un tapis antidérapant là où il marche le plus.
it,2,13,Movimento consapevole,prevenzione,Il salto va valutato con attenzione.,Saltare ripetutamente da altezze stresa le articolazioni anche nei cani senza artrosi.,Usa una rampa se sale spesso sul divano o in auto.
en,2,13,Mindful movement,prevention,Jumping must be assessed carefully.,Repeatedly jumping from heights stresses the joints even in dogs without arthritis.,Use a ramp if they often get on the sofa or in the car.
de,2,13,Bewusste Bewegung,Prävention,Springen muss sorgfältig bewertet werden.,Wiederholtes Springen von Höhen belastet die Gelenke auch bei Hunden ohne Arthritis.,Benutze eine Rampe wenn er oft auf das Sofa oder ins Auto steigt.
fr,2,13,Mouvement conscient,prévention,Le saut doit être évalué avec soin.,Sauter répétitivement de hauteurs stresse les articulations même chez les chiens sans arthrose.,Utilisez une rampe s'il monte souvent sur le canapé ou en voiture.
it,2,14,Movimento consapevole,movimento,Il freddo irrigidisce il caldo distende.,Usa questo a tuo vantaggio sia in caso di artrosi che come prevenzione.,Prima di uscire al freddo lascia riscaldare il cane in casa.
en,2,14,Mindful movement,movement,Cold stiffens heat relaxes.,Use this to your advantage both for arthritis and as prevention.,Before going out in the cold let the dog warm up inside.
de,2,14,Bewusste Bewegung,Bewegung,Kälte macht steif Wärme entspannt.,Nutze das zu deinem Vorteil sowohl bei Arthritis als auch zur Prävention.,Lass den Hund sich vor dem Kältespaziergang drinnen aufwärmen.
fr,2,14,Mouvement conscient,mouvement,Le froid raidit la chaleur détend.,Utilisez cela à votre avantage tant pour l'arthrose que comme prévention.,Avant de sortir au froid laissez le chien se réchauffer à l'intérieur.
it,2,15,Movimento consapevole,prevenzione,Il massaggio prepara al movimento.,Pochi minuti di massaggio delicato aiutano le articolazioni malate e prevengono danni in quelle sane.,Massaggia delicatamente zampe e dorso prima di ogni uscita.
en,2,15,Mindful movement,prevention,Massage prepares for movement.,A few minutes of gentle massage helps arthritic joints and prevents damage in healthy ones.,Gently massage paws and back before every outing.
de,2,15,Bewusste Bewegung,Prävention,Massage bereitet auf Bewegung vor.,Einige Minuten sanfte Massage helfen arthritischen Gelenken und verhindern Schäden an gesunden.,Massiere sanft Pfoten und Rücken vor jedem Ausgang.
fr,2,15,Mouvement conscient,prévention,Le massage prépare au mouvement.,Quelques minutes de massage doux aident les articulations arthritiques et préviennent les dommages aux saines.,Massez doucement les pattes et le dos avant chaque sortie.
it,2,16,Movimento consapevole,prevenzione,Il cane sano ha bisogno di muoversi ogni giorno.,La prevenzione articolare inizia dalla routine di movimento quotidiana stabilita presto.,Stabilisci oggi una routine di passeggiate regolari se non l'hai ancora.
en,2,16,Mindful movement,prevention,A healthy dog needs to move every day.,Joint prevention starts from a daily movement routine established early.,Set up a regular walking routine today if you have not yet.
de,2,16,Bewusste Bewegung,Prävention,Ein gesunder Hund muss sich täglich bewegen.,Gelenkprävention beginnt mit einer früh etablierten täglichen Bewegungsroutine.,Etabliere heute eine regelmäßige Spaziergänge-Routine wenn noch nicht geschehen.
fr,2,16,Mouvement conscient,prévention,Un chien sain a besoin de bouger chaque jour.,La prévention articulaire commence par une routine de mouvement quotidien établie tôt.,Mettez en place une routine de promenades régulières aujourd'hui si ce n'est pas encore fait.
it,2,17,Movimento consapevole,prevenzione,La variabilità stimola l'adattamento.,Percorsi diversi attivano muscoli diversi: ottimo per mantenere le articolazioni sane nel tempo.,Cambia il percorso della passeggiata questa settimana.
en,2,17,Mindful movement,prevention,Variability stimulates adaptation.,Different routes activate different muscles: great for keeping joints healthy over time.,Change the walking route this week.
de,2,17,Bewusste Bewegung,Prävention,Abwechslung stimuliert die Anpassung.,Verschiedene Wege aktivieren verschiedene Muskeln: gut um die Gelenke über die Zeit gesund zu halten.,Ändere die Spaziergangsroute diese Woche.
fr,2,17,Mouvement conscient,prévention,La variabilité stimule l'adaptation.,Des parcours différents activent des muscles différents: excellent pour maintenir les articulations saines.,Changez le parcours de promenade cette semaine.
it,2,18,Movimento consapevole,prevenzione,Il nuoto è l'esercizio preventivo ideale.,Anche il cane sano trae enormi benefici articolari dal nuoto regolare.,Cerca una zona sicura dove il tuo cane possa nuotare.
en,2,18,Mindful movement,prevention,Swimming is the ideal preventive exercise.,Even healthy dogs gain enormous joint benefits from regular swimming.,Find a safe area where your dog can swim.
de,2,18,Bewusste Bewegung,Prävention,Schwimmen ist die ideale Präventionsübung.,Auch gesunde Hunde gewinnen durch regelmäßiges Schwimmen enorme Gelenkvorteile.,Finde eine sichere Zone wo dein Hund schwimmen kann.
fr,2,18,Mouvement conscient,prévention,La natation est l'exercice préventif idéal.,Même les chiens sains tirent d'énormes bénéfices articulaires de la natation régulière.,Trouvez une zone sûre où votre chien peut nager.
it,2,19,Movimento consapevole,prevenzione,I cuccioli devono muoversi con moderazione.,Il sovraccarico articolare nei primi 12 mesi aumenta il rischio di artrosi futura.,Evita esercizi intensi ripetuti nei cani in crescita.
en,2,19,Mindful movement,prevention,Puppies need to exercise moderately.,Joint overloading in the first 12 months increases the risk of future arthritis.,Avoid repeated intense exercise in growing dogs.
de,2,19,Bewusste Bewegung,Prävention,Welpen müssen sich mäßig bewegen.,Gelenküberlastung in den ersten 12 Monaten erhöht das Arthroserisiko in der Zukunft.,Vermeide wiederholte intensive Übungen bei wachsenden Hunden.
fr,2,19,Mouvement conscient,prévention,Les chiots doivent bouger modérément.,La surcharge articulaire dans les 12 premiers mois augmente le risque d'arthrose future.,Évitez les exercices intensifs répétés chez les chiens en croissance.
it,2,20,Movimento consapevole,movimento,I cani anziani si adattano non si fermano.,L'attività fisica rimane importante con l'età: si riduce l'intensità ma non la frequenza.,Riduci la distanza ma esci comunque oggi.
en,2,20,Mindful movement,movement,Senior dogs adapt they do not stop.,Physical activity remains important with age: reduce intensity but not frequency.,Reduce the distance but still go out today.
de,2,20,Bewusste Bewegung,Bewegung,Senioren-Hunde passen sich an sie hören nicht auf.,Körperliche Aktivität bleibt im Alter wichtig: Intensität reduzieren aber nicht die Häufigkeit.,Reduziere die Distanz aber gehe heute trotzdem raus.
fr,2,20,Mouvement conscient,mouvement,Les chiens âgés s'adaptent ils ne s'arrêtent pas.,L'activité physique reste importante avec l'âge: réduire l'intensité mais pas la fréquence.,Réduisez la distance mais sortez quand même aujourd'hui.
it,2,21,Movimento consapevole,prevenzione,Correre non è sempre la scelta giusta.,La camminata controllata è spesso più sicura e preventiva della corsa libera.,Preferisci la passeggiata alla corsa sfrenata.
en,2,21,Mindful movement,prevention,Running is not always the right choice.,Controlled walking is often safer and more preventive than free running.,Prefer walking to uncontrolled running.
de,2,21,Bewusste Bewegung,Prävention,Rennen ist nicht immer die richtige Wahl.,Kontrolliertes Gehen ist oft sicherer und präventiver als freies Rennen.,Bevorzuge Gehen gegenüber unkontrolliertem Rennen.
fr,2,21,Mouvement conscient,prévention,Courir n'est pas toujours le bon choix.,La marche contrôlée est souvent plus sûre et préventive que la course libre.,Préférez la marche à la course effrénée.
it,2,22,Movimento consapevole,prevenzione,Il rinforzo muscolare è la migliore prevenzione.,Muscoli forti riducono il rischio di artrosi: inizia da giovane con esercizi mirati.,Chiedi al vet esercizi di rinforzo adatti alla razza e all'età.
en,2,22,Mindful movement,prevention,Muscle strengthening is the best prevention.,Strong muscles reduce arthritis risk: start young with targeted exercises.,Ask the vet for strengthening exercises suited to the breed and age.
de,2,22,Bewusste Bewegung,Prävention,Muskelkräftigung ist die beste Prävention.,Starke Muskeln reduzieren das Arthroserisiko: beginne jung mit gezielten Übungen.,Frage den Tierarzt nach Kräftigungsübungen für Rasse und Alter.
fr,2,22,Mouvement conscient,prévention,Le renforcement musculaire est la meilleure prévention.,Des muscles forts réduisent le risque d'arthrose: commencez jeune avec des exercices ciblés.,Demandez au vétérinaire des exercices de renforcement adaptés à la race et à l'âge.
it,2,23,Movimento consapevole,prevenzione,Il terreno impervio allena l'equilibrio.,Superfici irregolari stimolano i propriocettori e rinforzano le articolazioni nel cane sano.,Includi tratti su erba o terra irregolare nella passeggiata.
en,2,23,Mindful movement,prevention,Rough terrain trains balance.,Irregular surfaces stimulate proprioceptors and strengthen joints in the healthy dog.,Include stretches on uneven grass or ground in the walk.
de,2,23,Bewusste Bewegung,Prävention,Unwegsames Gelände trainiert das Gleichgewicht.,Unregelmäßige Oberflächen stimulieren Propriozeptoren und stärken Gelenke beim gesunden Hund.,Schließe Abschnitte auf unebenem Gras oder Boden in den Spaziergang ein.
fr,2,23,Mouvement conscient,prévention,Le terrain irrégulier entraîne l'équilibre.,Les surfaces irrégulières stimulent les propriocepteurs et renforcent les articulations chez le chien sain.,Incluez des tronçons sur herbe ou sol irrégulier dans la promenade.
it,2,24,Movimento consapevole,movimento,Il movimento in acqua non ha età.,Anche i cani anziani artrosici beneficiano enormemente dell'idroterapia.,Chiedi al veterinario se l'idroterapia è indicata per il tuo cane.
en,2,24,Mindful movement,movement,Movement in water has no age.,Even elderly arthritic dogs benefit enormously from hydrotherapy.,Ask the vet if hydrotherapy is indicated for your dog.
de,2,24,Bewusste Bewegung,Bewegung,Bewegung im Wasser kennt kein Alter.,Auch ältere Hunde mit Arthritis profitieren enorm von Hydrotherapie.,Frage den Tierarzt ob Hydrotherapie für deinen Hund angezeigt ist.
fr,2,24,Mouvement conscient,mouvement,Le mouvement dans l'eau n'a pas d'âge.,Même les chiens âgés arthritiques bénéficient énormément de l'hydrothérapie.,Demandez au vétérinaire si l'hydrothérapie est indiquée pour votre chien.
it,2,25,Movimento consapevole,movimento,Ascolta il cane prima di uscire.,Il suo stato d'animo dice se è pronto per l'attività: imparare a leggere questo segnale è fondamentale.,Osserva l'entusiasmo o la mancanza prima della passeggiata.
en,2,25,Mindful movement,movement,Listen to the dog before going out.,Their mood tells you if they are ready for activity: learning to read this signal is key.,Observe enthusiasm or its absence before the walk.
de,2,25,Bewusste Bewegung,Bewegung,Höre dem Hund vor dem Rausgehen zu.,Seine Stimmung sagt ob er bereit für Aktivität ist: dieses Signal lesen zu lernen ist wichtig.,Beobachte Begeisterung oder deren Fehlen vor dem Spaziergang.
fr,2,25,Mouvement conscient,mouvement,Écoutez le chien avant de sortir.,Son humeur indique s'il est prêt pour l'activité: apprendre à lire ce signal est essentiel.,Observez l'enthousiasme ou son absence avant la promenade.
it,2,26,Movimento consapevole,prevenzione,La consistenza batte l'intensità.,Muoversi ogni giorno con moderazione conta più di farlo intensamente una volta a settimana.,Impegnati sulla regolarità prima che sull'intensità.
en,2,26,Mindful movement,prevention,Consistency beats intensity.,Moving every day moderately counts more than doing it intensely once a week.,Commit to regularity before intensity.
de,2,26,Bewusste Bewegung,Prävention,Konsequenz schlägt Intensität.,Sich jeden Tag mäßig zu bewegen zählt mehr als es einmal pro Woche intensiv zu tun.,Verpflichte dich zur Regelmäßigkeit vor der Intensität.
fr,2,26,Mouvement conscient,prévention,La constance prime sur l'intensité.,Bouger chaque jour modérément compte plus que le faire intensément une fois par semaine.,Engagez-vous dans la régularité avant l'intensité.
it,2,27,Movimento consapevole,prevenzione,Un buon letto favorisce il movimento.,Riposare bene su una superficie adatta permette di muoversi meglio il giorno dopo.,Assicurati che il giaciglio sia confortevole e adatto alla taglia.
en,2,27,Mindful movement,prevention,A good bed supports movement.,Resting well on a suitable surface allows better movement the next day.,Make sure the bed is comfortable and suited to their size.
de,2,27,Bewusste Bewegung,Prävention,Ein gutes Bett fördert die Bewegung.,Auf einer geeigneten Oberfläche gut auszuruhen ermöglicht am nächsten Tag bessere Bewegung.,Stelle sicher dass das Lager bequem und größengerecht ist.
fr,2,27,Mouvement conscient,prévention,Un bon lit favorise le mouvement.,Bien se reposer sur une surface adaptée permet de mieux bouger le lendemain.,Assurez-vous que le couchage est confortable et adapté à la taille.
it,2,28,Movimento consapevole,movimento,Il finale della passeggiata è importante.,Tornare a casa con calma e passo lento aiuta il recupero articolare.,Finisci sempre gli ultimi 3 minuti a passo molto lento.
en,2,28,Mindful movement,movement,The end of the walk matters.,Coming home calmly at slow pace helps joint recovery.,Always finish the last 3 minutes at very slow pace.
de,2,28,Bewusste Bewegung,Bewegung,Das Ende des Spaziergangs ist wichtig.,Ruhig und langsam nach Hause zu kommen hilft der Gelenkerholung.,Beende immer die letzten 3 Minuten in sehr langsamem Schritt.
fr,2,28,Mouvement conscient,mouvement,La fin de la promenade est importante.,Rentrer calmement à pas lents aide à la récupération articulaire.,Terminez toujours les 3 dernières minutes à pas très lents.
it,2,29,Movimento consapevole,prevenzione,Il movimento è un atto d'amore e di prevenzione.,Portare il cane fuori ogni giorno è cura attiva sia per chi soffre che per chi è sano.,Pianifica le uscite della settimana prossima con regolarità.
en,2,29,Mindful movement,prevention,Movement is an act of love and prevention.,Taking the dog out every day is active care for both the suffering and the healthy dog.,Plan next week's outings with regularity.
de,2,29,Bewusste Bewegung,Prävention,Bewegung ist ein Liebesakt und Prävention.,Den Hund jeden Tag rauszubringen ist aktive Fürsorge sowohl für den leidenden als auch für den gesunden Hund.,Plane die Ausgänge der nächsten Woche mit Regelmäßigkeit.
fr,2,29,Mouvement conscient,prévention,Le mouvement est un acte d'amour et de prévention.,Emmener le chien dehors chaque jour c'est un soin actif pour le chien souffrant comme pour le sain.,Planifiez les sorties de la semaine prochaine avec régularité.
it,2,30,Movimento consapevole,movimento,Un mese di movimento consapevole lascia il segno.,Le abitudini di movimento si costruiscono giorno per giorno e durano per sempre.,Rifletti sui progressi e sulle abitudini costruite questo mese.
en,2,30,Mindful movement,movement,A month of mindful movement makes a difference.,Movement habits are built day by day and last forever.,Reflect on the progress and habits built this month.
de,2,30,Bewusste Bewegung,Bewegung,Ein Monat bewusster Bewegung hinterlässt Spuren.,Bewegungsgewohnheiten werden Tag für Tag aufgebaut und halten für immer.,Reflektiere über die Fortschritte und Gewohnheiten die diesen Monat aufgebaut wurden.
fr,2,30,Mouvement conscient,mouvement,Un mois de mouvement conscient laisse des traces.,Les habitudes de mouvement se construisent jour après jour et durent pour toujours.,Réfléchissez aux progrès et aux habitudes construits ce mois.
