language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
fr,6,13,Gestion de la douleur,gestion,Le comportement change quand il y a de la douleur.,Agressivité retrait ou changement de caractère peuvent être des signes de douleur non reconnue.,Si le caractère change sans raison apparente envisagez immédiatement une visite vétérinaire.
it,6,14,Gestione del dolore,gestione,Non aspettare che gridi per intervenire.,I cani sono stoici per natura e nascondono il dolore a lungo: fidati dei segnali sottili.,Impara a riconoscere i segnali sottili di dolore prima di quelli evidenti.
en,6,14,Pain management,management,Do not wait for them to cry out before acting.,Dogs are stoic by nature and hide pain for a long time: trust the subtle signals.,Learn to recognise subtle pain signals before the obvious ones.
de,6,14,Schmerzmanagement,Management,Warte nicht bis er schreit bevor du handelst.,Hunde sind von Natur aus stoisch und verbergen Schmerzen lange: vertraue den subtilen Signalen.,Lerne subtile Schmerzsignale zu erkennen bevor die offensichtlichen kommen.
fr,6,14,Gestion de la douleur,gestion,N'attendez pas qu'il crie avant d'intervenir.,Les chiens sont stoïques par nature et cachent la douleur longtemps: fiez-vous aux signaux subtils.,Apprenez à reconnaître les signaux subtils de douleur avant les évidents.
it,6,15,Gestione del dolore,gestione,La gestione del dolore è un percorso non un punto.,Si aggiusta nel tempo insieme al veterinario in base alla risposta del cane.,Rivedi la terapia antidolore con il vet ogni 2-3 mesi.
en,6,15,Pain management,management,Pain management is a journey not a destination.,It is adjusted over time together with the vet based on the dog's response.,Review the pain therapy with the vet every 2-3 months.
de,6,15,Schmerzmanagement,Management,Schmerzmanagement ist ein Weg kein Ziel.,Es wird mit der Zeit gemeinsam mit dem Tierarzt basierend auf der Reaktion des Hundes angepasst.,Überprüfe die Schmerztherapie alle 2-3 Monate mit dem Tierarzt.
fr,6,15,Gestion de la douleur,gestion,La gestion de la douleur est un parcours pas une destination.,Elle s'ajuste dans le temps avec le vétérinaire selon la réponse du chien.,Révisez la thérapie contre la douleur avec le vétérinaire tous les 2-3 mois.
it,6,16,Gestione del dolore,prevenzione,La prevenzione del dolore inizia prima dell'artrosi.,Proteggere le articolazioni da giovani riduce il dolore futuro in modo significativo.,Inizia oggi la prevenzione nei cani sani di qualsiasi età: non è mai troppo presto.
en,6,16,Pain management,prevention,Pain prevention starts before arthritis.,Protecting joints when young reduces future pain significantly.,Start prevention in healthy dogs of any age today: it is never too early.
de,6,16,Schmerzmanagement,Prävention,Schmerzprävention beginnt vor der Arthritis.,Die Gelenke in der Jugend zu schützen reduziert zukünftigen Schmerz signifikant.,Beginne heute Prävention bei gesunden Hunden jeden Alters: es ist nie zu früh.
fr,6,16,Gestion de la douleur,prévention,La prévention de la douleur commence avant l'arthrose.,Protéger les articulations dès la jeunesse réduit significativement la douleur future.,Commencez la prévention aujourd'hui chez les chiens sains de tout âge: il n'est jamais trop tôt.
it,6,17,Gestione del dolore,gestione,Il controllo del dolore migliora l'umore e la vita.,Un cane senza dolore è più felice più attivo e più connesso al suo tutor.,Osserva se il trattamento attuale migliora l'umore e l'energia del cane.
en,6,17,Pain management,management,Pain control improves mood and life.,A dog without pain is happier more active and more connected to their owner.,Observe if the current treatment improves the dog's mood and energy.
de,6,17,Schmerzmanagement,Management,Schmerzkontrolle verbessert Stimmung und Leben.,Ein Hund ohne Schmerzen ist glücklicher aktiver und mehr mit seinem Besitzer verbunden.,Beobachte ob die aktuelle Behandlung Stimmung und Energie des Hundes verbessert.
fr,6,17,Gestion de la douleur,gestion,Le contrôle de la douleur améliore l'humeur et la vie.,Un chien sans douleur est plus heureux plus actif et plus connecté à son propriétaire.,Observez si le traitement actuel améliore l'humeur et l'énergie du chien.
it,6,18,Gestione del dolore,gestione,I FANS devono essere monitorati con esami regolari.,I farmaci antinfiammatori richiedono controlli periodici del sangue per proteggere fegato e reni.,Pianifica gli esami ematochimici regolari con il veterinario.
en,6,18,Pain management,management,NSAIDs must be monitored with regular tests.,Anti-inflammatory drugs require periodic blood tests to protect liver and kidneys.,Plan regular blood tests with the vet.
de,6,18,Schmerzmanagement,Management,NSAR müssen mit regelmäßigen Tests überwacht werden.,Entzündungshemmer erfordern regelmäßige Blutuntersuchungen zum Schutz von Leber und Nieren.,Plane regelmäßige Blutuntersuchungen mit dem Tierarzt.
fr,6,18,Gestion de la douleur,gestion,Les AINS doivent être surveillés avec des analyses régulières.,Les anti-inflammatoires nécessitent des contrôles sanguins périodiques pour protéger le foie et les reins.,Planifiez des analyses sanguines régulières avec le vétérinaire.
it,6,19,Gestione del dolore,gestione,Il dolore notturno richiede attenzione speciale.,Se il cane dorme male o si agita di notte potrebbe soffrire anche nelle ore di riposo.,Parla al vet se noti difficoltà nel sonno o agitazione notturna.
en,6,19,Pain management,management,Night pain needs special attention.,If the dog sleeps poorly or is restless at night they may be suffering during rest hours too.,Tell the vet if you notice sleep difficulties or night restlessness.
de,6,19,Schmerzmanagement,Management,Nächtliche Schmerzen brauchen besondere Aufmerksamkeit.,Wenn der Hund schlecht schläft oder nachts unruhig ist könnte er auch in Ruhestunden leiden.,Teile dem Tierarzt mit wenn du Schlafprobleme oder nächtliche Unruhe bemerkst.
fr,6,19,Gestion de la douleur,gestion,La douleur nocturne nécessite une attention particulière.,Si le chien dort mal ou s'agite la nuit il pourrait souffrir aussi pendant les heures de repos.,Parlez au vétérinaire si vous remarquez des difficultés de sommeil ou une agitation nocturne.
it,6,20,Gestione del dolore,gestione,Ogni cane risponde diversamente alla terapia.,Trovare il protocollo giusto richiede pazienza e comunicazione costante con il veterinario.,Non cambiare mai la terapia da solo: lavora sempre insieme al vet.
en,6,20,Pain management,management,Every dog responds differently to therapy.,Finding the right protocol requires patience and constant communication with the vet.,Never change therapy alone: always work together with the vet.
de,6,20,Schmerzmanagement,Management,Jeder Hund reagiert anders auf die Therapie.,Das richtige Protokoll zu finden erfordert Geduld und ständige Kommunikation mit dem Tierarzt.,Ändere die Therapie nie allein: arbeite immer gemeinsam mit dem Tierarzt.
fr,6,20,Gestion de la douleur,gestion,Chaque chien répond différemment à la thérapie.,Trouver le bon protocole demande patience et communication constante avec le vétérinaire.,Ne changez jamais la thérapie seul: travaillez toujours ensemble avec le vétérinaire.
it,6,21,Gestione del dolore,gestione,La qualità di vita è l'obiettivo principale.,Non la sconfitta della malattia ma il benessere quotidiano del cane è il vero traguardo.,Chiediti ogni giorno: il mio cane sta vivendo bene oggi?
en,6,21,Pain management,management,Quality of life is the main goal.,Not defeating the disease but the dog's daily wellbeing is the real target.,Ask yourself every day: is my dog living well today?
de,6,21,Schmerzmanagement,Management,Lebensqualität ist das Hauptziel.,Nicht die Krankheit zu besiegen sondern das tägliche Wohlbefinden des Hundes ist das eigentliche Ziel.,Frage dich jeden Tag: lebt mein Hund heute gut?
fr,6,21,Gestion de la douleur,gestion,La qualité de vie est l'objectif principal.,Non pas vaincre la maladie mais le bien-être quotidien du chien est le vrai but.,Demandez-vous chaque jour: mon chien vit-il bien aujourd'hui?
it,6,22,Gestione del dolore,gestione,Il diario dei sintomi è strumento di cura.,Portare dati concreti al vet rende la visita più produttiva e la terapia più precisa.,Porta un diario scritto dei sintomi alla prossima visita veterinaria.
en,6,22,Pain management,management,The symptom diary is a care tool.,Bringing concrete data to the vet makes the visit more productive and therapy more precise.,Bring a written symptom diary to the next vet visit.
de,6,22,Schmerzmanagement,Management,Das Symptomtagebuch ist ein Pflegewerkzeug.,Konkrete Daten zum Tierarzt zu bringen macht den Besuch produktiver und die Therapie präziser.,Bringe ein schriftliches Symptomtagebuch zur nächsten Tierarztuntersuchung.
fr,6,22,Gestion de la douleur,gestion,Le journal des symptômes est un outil de soin.,Apporter des données concrètes au vétérinaire rend la visite plus productive et la thérapie plus précise.,Apportez un journal écrit des symptômes à la prochaine visite vétérinaire.
it,6,23,Gestione del dolore,gestione,L'idroterapia riduce il dolore in modo naturale.,Il galleggiamento riduce il carico sulle articolazioni dolenti permettendo il movimento senza dolore.,Chiedi se ci sono centri di idroterapia veterinaria nella tua zona.
en,6,23,Pain management,management,Hydrotherapy reduces pain naturally.,Floating reduces the load on painful joints allowing movement without pain.,Ask if there are veterinary hydrotherapy centres in your area.
de,6,23,Schmerzmanagement,Management,Hydrotherapie reduziert Schmerzen auf natürliche Weise.,Schweben reduziert die Belastung der schmerzhaften Gelenke und ermöglicht Bewegung ohne Schmerzen.,Frage ob es veterinärmedizinische Hydrotherapiezentren in deiner Region gibt.
fr,6,23,Gestion de la douleur,gestion,L'hydrothérapie réduit la douleur naturellement.,Flotter réduit la charge sur les articulations douloureuses permettant le mouvement sans douleur.,Demandez s'il y a des centres d'hydrothérapie vétérinaire dans votre région.
it,6,24,Gestione del dolore,gestione,La gestione del dolore è un atto di rispetto profondo.,Il cane non può chiedere aiuto a parole: sei tu il suo avvocato e la sua voce.,Sii presente e attento: il tuo cane conta su di te ogni giorno.
en,6,24,Pain management,management,Pain management is an act of deep respect.,The dog cannot ask for help with words: you are their advocate and their voice.,Be present and attentive: your dog counts on you every day.
de,6,24,Schmerzmanagement,Management,Schmerzmanagement ist ein Akt tiefen Respekts.,Der Hund kann nicht mit Worten um Hilfe bitten: du bist sein Anwalt und seine Stimme.,Sei präsent und aufmerksam: dein Hund zählt jeden Tag auf dich.
fr,6,24,Gestion de la douleur,gestion,La gestion de la douleur est un acte de respect profond.,Le chien ne peut pas demander de l'aide avec des mots: vous êtes son avocat et sa voix.,Soyez présent et attentif: votre chien compte sur vous chaque jour.
it,6,25,Gestione del dolore,prevenzione,Proteggere le articolazioni oggi evita il dolore domani.,Ogni scelta preventiva fatta ora riduce la probabilità di dolore cronico in futuro.,Fai oggi una scelta concreta di prevenzione per il tuo cane sano.
en,6,25,Pain management,prevention,Protecting joints today avoids pain tomorrow.,Every preventive choice made now reduces the probability of chronic pain in the future.,Make one concrete prevention choice for your healthy dog today.
de,6,25,Schmerzmanagement,Prävention,Die Gelenke heute zu schützen vermeidet morgen Schmerzen.,Jede jetzt getroffene präventive Entscheidung reduziert die Wahrscheinlichkeit chronischer Schmerzen in der Zukunft.,Triff heute eine konkrete Präventionsentscheidung für deinen gesunden Hund.
fr,6,25,Gestion de la douleur,prévention,Protéger les articulations aujourd'hui évite la douleur demain.,Chaque choix préventif fait maintenant réduit la probabilité de douleur chronique dans le futur.,Faites aujourd'hui un choix de prévention concret pour votre chien sain.
it,6,26,Gestione del dolore,gestione,Il dolore ben gestito permette una vita piena.,Con la giusta cura i cani artrosici vivono bene e godono di ogni giorno.,Celebra ogni giornata positiva del tuo cane: merita riconoscimento.
en,6,26,Pain management,management,Well-managed pain allows a full life.,With the right care arthritic dogs live well and enjoy every day.,Celebrate every positive day your dog has: it deserves recognition.
de,6,26,Schmerzmanagement,Management,Gut behandelter Schmerz ermöglicht ein erfülltes Leben.,Mit der richtigen Pflege leben Hunde mit Arthritis gut und genießen jeden Tag.,Feiere jeden positiven Tag deines Hundes: er verdient Anerkennung.
fr,6,26,Gestion de la douleur,gestion,La douleur bien gérée permet une vie pleine.,Avec les bons soins les chiens arthritiques vivent bien et profitent de chaque jour.,Célébrez chaque journée positive de votre chien: elle mérite reconnaissance.
it,6,27,Gestione del dolore,gestione,La medicina veterinaria evolve ogni anno.,Nuove terapie per il dolore articolare emergono continuamente: restare aggiornati è importante.,Chiedi al vet le ultime novità disponibili sul trattamento del dolore articolare.
en,6,27,Pain management,management,Veterinary medicine evolves every year.,New therapies for joint pain emerge continuously: staying updated is important.,Ask the vet about the latest available developments in joint pain treatment.
de,6,27,Schmerzmanagement,Management,Tiermedizin entwickelt sich jedes Jahr weiter.,Neue Therapien für Gelenkschmerzen entstehen kontinuierlich: auf dem Laufenden zu bleiben ist wichtig.,Frage den Tierarzt nach den neuesten verfügbaren Entwicklungen in der Gelenkschmerzbehandlung.
fr,6,27,Gestion de la douleur,gestion,La médecine vétérinaire évolue chaque année.,De nouvelles thérapies pour la douleur articulaire émergent continuellement: rester informé est important.,Demandez au vétérinaire les dernières nouveautés disponibles sur le traitement de la douleur articulaire.
it,6,28,Gestione del dolore,prevenzione,Il cane sano non sente dolore ma può prevenirlo.,Agire sulle articolazioni prima che facciano male è la forma di cura più intelligente.,Inizia un programma preventivo anche se il tuo cane sta benissimo.
en,6,28,Pain management,prevention,The healthy dog feels no pain but can prevent it.,Acting on joints before they hurt is the smartest form of care.,Start a preventive programme even if your dog is perfectly healthy.
de,6,28,Schmerzmanagement,Prävention,Der gesunde Hund spürt keinen Schmerz aber kann ihn verhindern.,An Gelenken zu arbeiten bevor sie schmerzen ist die klügste Form der Fürsorge.,Beginne ein Präventionsprogramm auch wenn dein Hund kerngesund ist.
fr,6,28,Gestion de la douleur,prévention,Le chien sain ne ressent pas de douleur mais peut la prévenir.,Agir sur les articulations avant qu'elles fassent mal est la forme de soin la plus intelligente.,Commencez un programme préventif même si votre chien va parfaitement bien.
it,6,29,Gestione del dolore,gestione,Parlare del dolore con il vet senza filtri è essenziale.,Il veterinario non può aiutare ciò che non sa: l'onestà rende la terapia più efficace.,Prepara una lista dettagliata di tutti i sintomi da condividere alla prossima visita.
en,6,29,Pain management,management,Talking about pain with the vet without filters is essential.,The vet cannot help with what they do not know: honesty makes therapy more effective.,Prepare a detailed list of all symptoms to share at the next visit.
de,6,29,Schmerzmanagement,Management,Ohne Filter mit dem Tierarzt über Schmerzen zu sprechen ist wichtig.,Der Tierarzt kann nicht helfen was er nicht weiß: Ehrlichkeit macht die Therapie wirksamer.,Bereite eine detaillierte Liste aller Symptome vor die du beim nächsten Besuch teilst.
fr,6,29,Gestion de la douleur,gestion,Parler de la douleur au vétérinaire sans filtres est essentiel.,Le vétérinaire ne peut pas aider ce qu'il ne sait pas: l'honnêteté rend la thérapie plus efficace.,Préparez une liste détaillée de tous les symptômes à partager à la prochaine visite.
it,6,30,Gestione del dolore,gestione,Un mese dedicato al dolore ci ha dato strumenti concreti.,Capire e gestire il dolore è il cuore della cura del cane artrosico.,Rifletti su cosa hai imparato e su cosa vuoi migliorare nel prossimo mese.
en,6,30,Pain management,management,A month dedicated to pain has given us concrete tools.,Understanding and managing pain is the heart of caring for the arthritic dog.,Reflect on what you have learned and what you want to improve next month.
de,6,30,Schmerzmanagement,Management,Ein Monat dem Schmerz gewidmet hat uns konkrete Werkzeuge gegeben.,Schmerz zu verstehen und zu behandeln ist der Kern der Pflege des arthritischen Hundes.,Reflektiere was du gelernt hast und was du im nächsten Monat verbessern möchtest.
fr,6,30,Gestion de la douleur,gestion,Un mois dédié à la douleur nous a donné des outils concrets.,Comprendre et gérer la douleur est le cœur des soins du chien arthritique.,Réfléchissez à ce que vous avez appris et à ce que vous voulez améliorer le mois prochain.
