language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
de,12,10,Der Jahresweg und die Zukunft,Prävention,Prävention hat nie ein Ende: sie gilt das ganze Leben.,Auch gesunde Hunde müssen jeden Tag geschützt werden: die Wachsamkeit sinkt nie.,Erneuere heute dein Engagement für die Gelenkprävention beim gesunden Hund.
fr,12,10,Le parcours annuel et l'avenir,prévention,La prévention ne finit jamais: elle vaut pour toute la vie.,Même les chiens sains doivent être protégés chaque jour: la garde ne baisse jamais.,Renouvelez aujourd'hui votre engagement envers la prévention articulaire pour le chien sain.
it,12,11,Il percorso annuale e il futuro,gestione,Il tempo con il cane è il dono più prezioso.,La qualità del tempo condiviso conta più di qualsiasi terapia o integratore.,Pianifica del tempo di qualità speciale da dedicare al cane questa settimana.
en,12,11,The annual journey and the future,management,Time with the dog is the most precious gift.,The quality of shared time counts more than any therapy or supplement.,Plan special quality time to dedicate to the dog this week.
de,12,11,Der Jahresweg und die Zukunft,Management,Die Zeit mit dem Hund ist das kostbarste Geschenk.,Die Qualität der gemeinsamen Zeit zählt mehr als jede Therapie oder Ergänzungsmittel.,Plane diese Woche besondere Qualitätszeit die dem Hund gewidmet wird.
fr,12,11,Le parcours annuel et l'avenir,gestion,Le temps avec le chien est le cadeau le plus précieux.,La qualité du temps partagé compte plus que toute thérapie ou complément.,Planifiez cette semaine un temps de qualité spécial à consacrer au chien.
it,12,12,Il percorso annuale e il futuro,gestione,Le nuove terapie arrivano ogni anno: restare aggiornati conta.,La medicina veterinaria evolve rapidamente: nuove opzioni potrebbero fare la differenza.,Chiedi al vet le ultime novità disponibili per l'artrosi alla prossima visita.
en,12,12,The annual journey and the future,management,New therapies arrive every year: staying updated counts.,Veterinary medicine evolves rapidly: new options could make the difference.,Ask the vet about the latest available developments for arthritis at the next visit.
de,12,12,Der Jahresweg und die Zukunft,Management,Neue Therapien kommen jedes Jahr: auf dem Laufenden zu bleiben zählt.,Tiermedizin entwickelt sich schnell: neue Optionen könnten den Unterschied machen.,Frage den Tierarzt beim nächsten Besuch nach den neuesten verfügbaren Entwicklungen für Arthritis.
fr,12,12,Le parcours annuel et l'avenir,gestion,De nouvelles thérapies arrivent chaque année: rester informé compte.,La médecine vétérinaire évolue rapidement: de nouvelles options pourraient faire la différence.,Demandez au vétérinaire les dernières nouveautés disponibles pour l'arthrose à la prochaine visite.
it,12,13,Il percorso annuale e il futuro,gestione,La comunità di tutori è una risorsa preziosa e reale.,Condividere esperienze con altri tutori di cani artrosici aiuta tutti a fare meglio.,Entra o partecipa a un gruppo online di tutori di cani con problemi articolari.
en,12,13,The annual journey and the future,management,The owner community is a precious and real resource.,Sharing experiences with other owners of arthritic dogs helps everyone do better.,Join or participate in an online group of owners of dogs with joint problems.
de,12,13,Der Jahresweg und die Zukunft,Management,Die Besitzergemeinschaft ist eine wertvolle und echte Ressource.,Erfahrungen mit anderen Besitzern von Hunden mit Arthritis zu teilen hilft allen besser zu machen.,Tritt einer Online-Gruppe von Besitzern von Hunden mit Gelenkproblemen bei oder nimm teil.
fr,12,13,Le parcours annuel et l'avenir,gestion,La communauté des propriétaires est une ressource précieuse et réelle.,Partager des expériences avec d'autres propriétaires de chiens arthritiques aide tout le monde à faire mieux.,Rejoignez ou participez à un groupe en ligne de propriétaires de chiens avec des problèmes articulaires.
it,12,14,Il percorso annuale e il futuro,gestione,Il futuro del cane è nelle tue mani ogni giorno.,La tua cura quotidiana è il fattore più determinante per la sua qualità di vita futura.,Rinnova oggi il tuo impegno alla cura quotidiana costante e consapevole.
en,12,14,The annual journey and the future,management,The dog's future is in your hands every day.,Your daily care is the most determining factor for their future quality of life.,Renew your commitment to consistent and conscious daily care today.
de,12,14,Der Jahresweg und die Zukunft,Management,Die Zukunft des Hundes liegt jeden Tag in deinen Händen.,Deine tägliche Fürsorge ist der entscheidendste Faktor für seine zukünftige Lebensqualität.,Erneuere heute dein Engagement für konsequente und bewusste tägliche Pflege.
fr,12,14,Le parcours annuel et l'avenir,gestion,L'avenir du chien est entre vos mains chaque jour.,Vos soins quotidiens sont le facteur le plus déterminant pour sa future qualité de vie.,Renouvelez aujourd'hui votre engagement envers des soins quotidiens constants et conscients.
it,12,15,Il percorso annuale e il futuro,gestione,La cura è un atto d'amore che si rinnova ogni giorno.,Non importa quanto sia difficile il percorso: vale sempre la pena per chi ami.,Ricordati oggi perché hai scelto di prenderti cura di questo cane.
en,12,15,The annual journey and the future,management,Care is an act of love that renews itself every day.,No matter how difficult the journey: it is always worth it for those you love.,Remember today why you chose to take care of this dog.
de,12,15,Der Jahresweg und die Zukunft,Management,Fürsorge ist ein Liebesakt der sich jeden Tag erneuert.,Egal wie schwierig der Weg ist: es lohnt sich immer für die die man liebt.,Erinnere dich heute warum du dich entschieden hast diesen Hund zu pflegen.
fr,12,15,Le parcours annuel et l'avenir,gestion,Le soin est un acte d'amour qui se renouvelle chaque jour.,Peu importe combien le parcours est difficile: ça en vaut toujours la peine pour ceux qu'on aime.,Rappelez-vous aujourd'hui pourquoi vous avez choisi de prendre soin de ce chien.
it,12,16,Il percorso annuale e il futuro,prevenzione,La scienza avanza per i nostri cani ogni anno.,La ricerca sull'artrosi canina cresce rapidamente: il futuro è sempre più promettente.,Supporta la ricerca veterinaria sull'artrosi se puoi: fa la differenza per tutti.
en,12,16,The annual journey and the future,prevention,Science advances for our dogs every year.,Research on canine arthritis is growing rapidly: the future is increasingly promising.,Support veterinary research on arthritis if you can: it makes a difference for everyone.
de,12,16,Der Jahresweg und die Zukunft,Prävention,Wissenschaft schreitet für unsere Hunde jedes Jahr voran.,Die Forschung zur Hundarthritis wächst schnell: die Zukunft ist immer vielversprechender.,Unterstütze veterinärmedizinische Arthritisforschung wenn du kannst: es macht für alle den Unterschied.
fr,12,16,Le parcours annuel et l'avenir,prévention,La science avance pour nos chiens chaque année.,La recherche sur l'arthrose canine croît rapidement: l'avenir est de plus en plus prometteur.,Soutenez la recherche vétérinaire sur l'arthrose si vous pouvez: ça fait la différence pour tous.
it,12,17,Il percorso annuale e il futuro,gestione,Il cane che ha sofferto ha insegnato tanto.,Ogni sfida condivisa ha rafforzato il legame e ha fatto crescere entrambi.,Pensa a cosa ti ha insegnato il tuo cane nel corso di questo anno speciale.
en,12,17,The annual journey and the future,management,The dog that has suffered has taught a great deal.,Every shared challenge has strengthened the bond and made both grow.,Think about what your dog has taught you over the course of this special year.
de,12,17,Der Jahresweg und die Zukunft,Management,Der Hund der gelitten hat hat viel gelehrt.,Jede geteilte Herausforderung hat die Bindung gestärkt und beide wachsen lassen.,Denke daran was dein Hund dich im Laufe dieses besonderen Jahres gelehrt hat.
fr,12,17,Le parcours annuel et l'avenir,gestion,Le chien qui a souffert a beaucoup enseigné.,Chaque défi partagé a renforcé le lien et a fait grandir les deux.,Pensez à ce que votre chien vous a appris au cours de cette année spéciale.
it,12,18,Il percorso annuale e il futuro,gestione,La speranza è il carburante della cura quotidiana.,Credere che il cane possa stare meglio alimenta l'impegno anche nei momenti difficili.,Immagina il tuo cane nel miglior stato possibile: questa visione è il tuo motore.
en,12,18,The annual journey and the future,management,Hope is the fuel of daily care.,Believing the dog can feel better fuels commitment even in difficult moments.,Imagine your dog in the best possible condition: this vision is your engine.
de,12,18,Der Jahresweg und die Zukunft,Management,Hoffnung ist der Treibstoff der täglichen Fürsorge.,Zu glauben dass es dem Hund besser gehen kann befeuert das Engagement auch in schwierigen Momenten.,Stelle dir deinen Hund im bestmöglichen Zustand vor: diese Vision ist dein Motor.
fr,12,18,Le parcours annuel et l'avenir,gestion,L'espoir est le carburant des soins quotidiens.,Croire que le chien peut aller mieux alimente l'engagement même dans les moments difficiles.,Imaginez votre chien dans le meilleur état possible: cette vision est votre moteur.
it,12,19,Il percorso annuale e il futuro,gestione,Il prossimo anno sarà ancora migliore con l'esperienza acquisita.,Ogni anno di cura rende il tutor più esperto consapevole ed efficace.,Pianifica un obiettivo concreto e misurabile per la salute del cane nel prossimo anno.
en,12,19,The annual journey and the future,management,Next year will be even better with the experience gained.,Every year of care makes the owner more expert aware and effective.,Plan one concrete and measurable goal for the dog's health in the next year.
de,12,19,Der Jahresweg und die Zukunft,Management,Das nächste Jahr wird mit der gewonnenen Erfahrung noch besser.,Jedes Pflegejahr macht den Besitzer erfahrener bewusster und wirksamer.,Plane ein konkretes und messbares Ziel für die Gesundheit des Hundes im nächsten Jahr.
fr,12,19,Le parcours annuel et l'avenir,gestion,L'année prochaine sera encore meilleure avec l'expérience acquise.,Chaque année de soins rend le propriétaire plus expert conscient et efficace.,Planifiez un objectif concret et mesurable pour la santé du chien l'année prochaine.
it,12,20,Il percorso annuale e il futuro,gestione,La gratitudine trasforma la cura in gioia.,Essere grati per ogni giorno di vita condivisa con il cane cambia la prospettiva.,Scrivi tre cose per cui sei grato di questo anno con il tuo cane.
en,12,20,The annual journey and the future,management,Gratitude transforms care into joy.,Being grateful for every day of shared life with the dog changes the perspective.,Write three things you are grateful for from this year with your dog.
de,12,20,Der Jahresweg und die Zukunft,Management,Dankbarkeit verwandelt Fürsorge in Freude.,Für jeden Tag des gemeinsamen Lebens mit dem Hund dankbar zu sein verändert die Perspektive.,Schreibe drei Dinge für die du aus diesem Jahr mit deinem Hund dankbar bist.
fr,12,20,Le parcours annuel et l'avenir,gestion,La gratitude transforme le soin en joie.,Être reconnaissant pour chaque jour de vie partagée avec le chien change la perspective.,Écrivez trois choses pour lesquelles vous êtes reconnaissant de cette année avec votre chien.
it,12,21,Il percorso annuale e il futuro,gestione,Ogni cura fatta con amore lascia un segno profondo.,La qualità dell'intenzione dietro ogni gesto di cura si trasmette al cane in modo diretto.,Fai oggi un gesto di cura per il tuo cane con piena consapevolezza e amore.
en,12,21,The annual journey and the future,management,Every care given with love leaves a deep mark.,The quality of intention behind every care gesture is transmitted to the dog directly.,Do a care gesture for your dog today with full awareness and love.
de,12,21,Der Jahresweg und die Zukunft,Management,Jede mit Liebe gegebene Fürsorge hinterlässt eine tiefe Spur.,Die Qualität der Absicht hinter jedem Fürsorgegest wird direkt an den Hund übertragen.,Mache heute mit vollem Bewusstsein und Liebe eine Fürsorge-Geste für deinen Hund.
fr,12,21,Le parcours annuel et l'avenir,gestion,Chaque soin donné avec amour laisse une marque profonde.,La qualité de l'intention derrière chaque geste de soin se transmet au chien directement.,Faites aujourd'hui un geste de soin pour votre chien avec pleine conscience et amour.
it,12,22,Il percorso annuale e il futuro,prevenzione,Inizia il nuovo anno con un piano preventivo solido.,Pianificare la prevenzione per i prossimi 12 mesi è il regalo più grande per il tuo cane.,Costruisci con il vet un piano preventivo completo per il nuovo anno.
en,12,22,The annual journey and the future,prevention,Start the new year with a solid preventive plan.,Planning prevention for the next 12 months is the greatest gift for your dog.,Build a complete preventive plan for the new year with the vet.
de,12,22,Der Jahresweg und die Zukunft,Prävention,Beginne das neue Jahr mit einem soliden Präventionsplan.,Prävention für die nächsten 12 Monate zu planen ist das größte Geschenk für deinen Hund.,Erstelle mit dem Tierarzt einen vollständigen Präventionsplan für das neue Jahr.
fr,12,22,Le parcours annuel et l'avenir,prévention,Commencez la nouvelle année avec un plan préventif solide.,Planifier la prévention pour les 12 prochains mois est le plus grand cadeau pour votre chien.,Construisez avec le vétérinaire un plan préventif complet pour la nouvelle année.
it,12,23,Il percorso annuale e il futuro,gestione,Il legame cresce più forte di ogni dolore.,La connessione profonda tra cane e tutor supera qualsiasi difficoltà del percorso.,Celebra oggi la forza del legame che hai costruito attraverso le sfide condivise.
en,12,23,The annual journey and the future,management,The bond grows stronger than any pain.,The deep connection between dog and owner overcomes any difficulty of the journey.,Celebrate today the strength of the bond you have built through shared challenges.
de,12,23,Der Jahresweg und die Zukunft,Management,Die Bindung wächst stärker als jeder Schmerz.,Die tiefe Verbindung zwischen Hund und Besitzer überwindet jede Schwierigkeit des Weges.,Feiere heute die Stärke der Bindung die du durch geteilte Herausforderungen aufgebaut hast.
fr,12,23,Le parcours annuel et l'avenir,gestion,Le lien grandit plus fort que toute douleur.,La connexion profonde entre chien et propriétaire surmonte toute difficulté du parcours.,Célébrez aujourd'hui la force du lien que vous avez construit à travers les défis partagés.
it,12,24,Il percorso annuale e il futuro,gestione,Un anno di frasi ha costruito consapevolezza profonda.,Ogni giorno una frase ogni giorno una scelta ogni giorno un passo avanti.,Rileggi le note e i progressi di tutti e 12 i mesi appena trascorsi.
en,12,24,The annual journey and the future,management,A year of phrases has built deep awareness.,Every day a phrase every day a choice every day a step forward.,Re-read the notes and progress of all 12 months just passed.
de,12,24,Der Jahresweg und die Zukunft,Management,Ein Jahr Phrasen hat tiefes Bewusstsein aufgebaut.,Jeden Tag eine Phrase jeden Tag eine Entscheidung jeden Tag ein Schritt vorwärts.,Lies die Notizen und Fortschritte aller 12 gerade vergangenen Monate noch einmal durch.
fr,12,24,Le parcours annuel et l'avenir,gestion,Une année de phrases a construit une conscience profonde.,Chaque jour une phrase chaque jour un choix chaque jour un pas en avant.,Relisez les notes et les progrès des 12 mois qui viennent de s'écouler.
it,12,25,Il percorso annuale e il futuro,gestione,Il Natale del cane artrosico è un giorno come tutti gli altri.,La continuità della cura è il regalo più grande: non spezzare la routine per le feste.,Mantieni oggi la routine di cura con la stessa attenzione di ogni altro giorno.
en,12,25,The annual journey and the future,management,Christmas for the arthritic dog is a day like any other.,Continuity of care is the greatest gift: do not break the routine for the holidays.,Maintain the care routine today with the same attention as any other day.
de,12,25,Der Jahresweg und die Zukunft,Management,Weihnachten für den arthritischen Hund ist ein Tag wie jeder andere.,Pflegekontinuität ist das größte Geschenk: unterbriche die Routine nicht für die Feiertage.,Behalte heute die Pflegeroutine mit der gleichen Aufmerksamkeit wie jeden anderen Tag.
fr,12,25,Le parcours annuel et l'avenir,gestion,Noël pour le chien arthritique est un jour comme les autres.,La continuité des soins est le plus grand cadeau: ne brisez pas la routine pour les fêtes.,Maintenez aujourd'hui la routine de soin avec la même attention que tout autre jour.
it,12,26,Il percorso annuale e il futuro,gestione,Il cane non conosce i calendari ma sente la nostra presenza.,Ciò che conta davvero è la qualità della nostra attenzione quotidiana verso di lui.,Sii oggi completamente presente per il tuo cane senza distrazioni esterne.
en,12,26,The annual journey and the future,management,The dog does not know calendars but feels our presence.,What truly counts is the quality of our daily attention towards them.,Be completely present for your dog today without external distractions.
de,12,26,Der Jahresweg und die Zukunft,Management,Der Hund kennt keine Kalender aber spürt unsere Präsenz.,Was wirklich zählt ist die Qualität unserer täglichen Aufmerksamkeit für ihn.,Sei heute ohne äußere Ablenkungen vollständig für deinen Hund präsent.
fr,12,26,Le parcours annuel et l'avenir,gestion,Le chien ne connaît pas les calendriers mais ressent notre présence.,Ce qui compte vraiment c'est la qualité de notre attention quotidienne envers lui.,Soyez aujourd'hui complètement présent pour votre chien sans distractions extérieures.
it,12,27,Il percorso annuale e il futuro,prevenzione,Il nuovo anno porta nuove opportunità di prevenzione.,Ogni 1 gennaio è una chance per rafforzare il piano preventivo e aggiornarlo.,Aggiorna il piano preventivo annuale con le nuove conoscenze acquisite.
en,12,27,The annual journey and the future,prevention,The new year brings new prevention opportunities.,Every 1st January is a chance to strengthen and update the preventive plan.,Update the annual preventive plan with the new knowledge acquired.
de,12,27,Der Jahresweg und die Zukunft,Prävention,Das neue Jahr bringt neue Präventionsmöglichkeiten.,Jeder 1. Januar ist eine Chance den Präventionsplan zu stärken und zu aktualisieren.,Aktualisiere den jährlichen Präventionsplan mit den neu erworbenen Kenntnissen.
fr,12,27,Le parcours annuel et l'avenir,prévention,La nouvelle année apporte de nouvelles opportunités de prévention.,Chaque 1er janvier est une chance de renforcer et de mettre à jour le plan préventif.,Mettez à jour le plan préventif annuel avec les nouvelles connaissances acquises.
it,12,28,Il percorso annuale e il futuro,gestione,La cura non è un peso è un privilegio.,Avere accanto un cane che ha bisogno di noi è un dono che arricchisce la vita.,Riconosci oggi il privilegio di prenderti cura di un essere che ti ama incondizionatamente.
en,12,28,The annual journey and the future,management,Care is not a burden it is a privilege.,Having a dog beside you that needs you is a gift that enriches life.,Recognise today the privilege of caring for a being that loves you unconditionally.
de,12,28,Der Jahresweg und die Zukunft,Management,Fürsorge ist keine Last sie ist ein Privileg.,Einen Hund neben sich zu haben der einen braucht ist ein Geschenk das das Leben bereichert.,Erkenne heute das Privileg für ein Wesen zu sorgen das dich bedingungslos liebt.
fr,12,28,Le parcours annuel et l'avenir,gestion,Le soin n'est pas un fardeau c'est un privilège.,Avoir un chien à côté de soi qui a besoin de nous est un cadeau qui enrichit la vie.,Reconnaissez aujourd'hui le privilège de prendre soin d'un être qui vous aime inconditionnellement.
it,12,29,Il percorso annuale e il futuro,gestione,Ogni fine è un nuovo inizio nel percorso di cura.,Chiudere un anno e aprirne uno nuovo è un'opportunità di crescita e rinnovamento.,Prepara il cuore e la mente per un nuovo anno di cura consapevole e amorevole.
en,12,29,The annual journey and the future,management,Every ending is a new beginning in the care journey.,Closing a year and opening a new one is an opportunity for growth and renewal.,Prepare your heart and mind for a new year of conscious and loving care.
de,12,29,Der Jahresweg und die Zukunft,Management,Jedes Ende ist ein neuer Anfang im Pflegeweg.,Ein Jahr zu schließen und ein neues zu öffnen ist eine Chance für Wachstum und Erneuerung.,Bereite Herz und Geist für ein neues Jahr bewusster und liebevoller Fürsorge vor.
fr,12,29,Le parcours annuel et l'avenir,gestion,Chaque fin est un nouveau début dans le parcours de soin.,Clore une année et en ouvrir une nouvelle est une opportunité de croissance et de renouveau.,Préparez votre cœur et votre esprit pour une nouvelle année de soins conscients et aimants.
it,12,30,Il percorso annuale e il futuro,gestione,Grazie per ogni giorno di cura dedicato al tuo cane.,Un anno di frasi un anno di scelte un anno di amore: questo è il percorso che hai scelto.,Celebra oggi la fine di un anno straordinario e l'inizio di uno ancora migliore.
en,12,30,The annual journey and the future,management,Thank you for every day of care dedicated to your dog.,A year of phrases a year of choices a year of love: this is the journey you have chosen.,Celebrate today the end of an extraordinary year and the beginning of an even better one.
de,12,30,Der Jahresweg und die Zukunft,Management,Danke für jeden der Pflege gewidmeten Tag für deinen Hund.,Ein Jahr Phrasen ein Jahr Entscheidungen ein Jahr Liebe: das ist der Weg den du gewählt hast.,Feiere heute das Ende eines außergewöhnlichen Jahres und den Beginn eines noch besseren.
fr,12,30,Le parcours annuel et l'avenir,gestion,Merci pour chaque jour de soin consacré à votre chien.,Une année de phrases une année de choix une année d'amour: c'est le parcours que vous avez choisi.,Célébrez aujourd'hui la fin d'une année extraordinaire et le début d'une encore meilleure.
