language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
de,10,9,Jahreszeiten und Gelenke,Jahreszeiten,Sommer bringt das Risiko verbrannter Pfoten auf Asphalt.,Heißer Asphalt verbrennt die Pfotenballen und erzeugt Gelenkstress beim Hund.,Gehe im Sommer auf Gras oder in kühlen Stunden und teste den Asphalt immer mit der Handfläche.
fr,10,9,Saisons et articulations,saisons,L'été apporte le risque de pattes brûlées sur l'asphalte.,L'asphalte chaud brûle les coussinets et crée un stress articulaire chez le chien.,Marchez sur herbe ou aux heures fraîches en été et testez toujours l'asphalte avec la paume de la main.
it,10,10,Stagioni e articolazioni,stagioni,La pioggia non è un alibi per saltare le uscite.,Muoversi anche con brutto tempo mantiene la mobilità articolare attiva.,Usa un impermeabile per il cane e esci lo stesso nelle giornate di pioggia leggera.
en,10,10,Seasons and joints,seasons,Rain is not an alibi to skip outings.,Moving even in bad weather keeps joint mobility active.,Use a raincoat for the dog and go out anyway on light rainy days.
de,10,10,Jahreszeiten und Gelenke,Jahreszeiten,Regen ist kein Alibi Ausgänge zu überspringen.,Sich auch bei schlechtem Wetter zu bewegen hält die Gelenkbeweglichkeit aktiv.,Benutze bei leichtem Regen einen Regenmantel für den Hund und gehe trotzdem raus.
fr,10,10,Saisons et articulations,saisons,La pluie n'est pas un alibi pour sauter les sorties.,Bouger même par mauvais temps maintient la mobilité articulaire active.,Utilisez un imperméable pour le chien et sortez quand même les jours de pluie légère.
it,10,11,Stagioni e articolazioni,stagioni,Il sole invernale fa bene alle articolazioni.,La luce solare aiuta la produzione di vitamina D fondamentale per ossa e cartilagini.,Sfrutta le ore di sole invernale per le passeggiate anche se fa freddo.
en,10,11,Seasons and joints,seasons,Winter sun is good for the joints.,Sunlight helps the production of vitamin D which is fundamental for bones and cartilage.,Take advantage of winter sunny hours for walks even if it is cold.
de,10,11,Jahreszeiten und Gelenke,Jahreszeiten,Wintersonne ist gut für die Gelenke.,Sonnenlicht hilft bei der Produktion von Vitamin D das für Knochen und Knorpel grundlegend ist.,Nutze die sonnigen Winterstunden für Spaziergänge auch wenn es kalt ist.
fr,10,11,Saisons et articulations,saisons,Le soleil hivernal fait du bien aux articulations.,La lumière solaire aide la production de vitamine D fondamentale pour les os et les cartilages.,Profitez des heures ensoleillées hivernales pour les promenades même s'il fait froid.
it,10,12,Stagioni e articolazioni,stagioni,L'umidità interna invernale va controllata attivamente.,Un appartamento troppo umido peggiora i sintomi articolari soprattutto di notte.,Usa un deumidificatore nei mesi umidi per mantenere l'aria asciutta e confortevole.
en,10,12,Seasons and joints,seasons,Indoor winter humidity must be actively controlled.,An apartment that is too damp worsens joint symptoms especially at night.,Use a dehumidifier in damp months to keep the air dry and comfortable.
de,10,12,Jahreszeiten und Gelenke,Jahreszeiten,Innen-Winterfeuchtigkeit muss aktiv kontrolliert werden.,Eine zu feuchte Wohnung verschlimmert Gelenksymptome besonders nachts.,Benutze in feuchten Monaten einen Luftentfeuchter um die Luft trocken und angenehm zu halten.
fr,10,12,Saisons et articulations,saisons,L'humidité intérieure hivernale doit être activement contrôlée.,Un appartement trop humide aggrave les symptômes articulaires surtout la nuit.,Utilisez un déshumidificateur en mois humides pour maintenir l'air sec et confortable.
it,10,13,Stagioni e articolazioni,stagioni,Il cambio dell'ora disturba la routine del cane artrosico.,La modifica improvvisa degli orari aumenta lo stress che aggrava l'infiammazione.,Adatta gradualmente gli orari di pasti e passeggiate al cambio dell'ora.
en,10,13,Seasons and joints,seasons,The time change disturbs the arthritic dog's routine.,The sudden change of schedules increases stress that worsens inflammation.,Gradually adapt meal and walk times to the time change.
de,10,13,Jahreszeiten und Gelenke,Jahreszeiten,Die Zeitumstellung stört die Routine des arthritischen Hundes.,Die plötzliche Änderung der Zeiten erhöht Stress der Entzündungen verschlimmert.,Passe Mahlzeiten- und Spaziergangszeiten schrittweise an die Zeitumstellung an.
fr,10,13,Saisons et articulations,saisons,Le changement d'heure perturbe la routine du chien arthritique.,La modification soudaine des horaires augmente le stress qui aggrave l'inflammation.,Adaptez graduellement les horaires des repas et promenades au changement d'heure.
it,10,14,Stagioni e articolazioni,stagioni,La nebbia aumenta l'umidità percepita nell'aria.,Nelle giornate nebbiose i sintomi articolari possono peggiorare in modo significativo.,Accorcia la passeggiata nelle giornate di nebbia fitta e umidità alta.
en,10,14,Seasons and joints,seasons,Fog increases perceived humidity in the air.,On foggy days joint symptoms can worsen significantly.,Shorten the walk on days of thick fog and high humidity.
de,10,14,Jahreszeiten und Gelenke,Jahreszeiten,Nebel erhöht die wahrgenommene Luftfeuchtigkeit.,An nebeligen Tagen können Gelenksymptome erheblich schlimmer werden.,Verkürze die Spaziergänge an Tagen mit dichtem Nebel und hoher Feuchtigkeit.
fr,10,14,Saisons et articulations,saisons,Le brouillard augmente l'humidité perçue dans l'air.,Par temps brumeux les symptômes articulaires peuvent s'aggraver significativement.,Raccourcissez la promenade les jours de brouillard épais et d'humidité élevée.
it,10,15,Stagioni e articolazioni,stagioni,Il freddo notturno è spesso peggio di quello diurno.,Le temperature basse nelle ore notturne irrigidiscono le articolazioni in modo silente.,Assicurati che il cane non dorma su superfici fredde nelle stagioni fredde.
en,10,15,Seasons and joints,seasons,Night cold is often worse than daytime cold.,Low temperatures during night hours silently stiffen the joints.,Make sure the dog does not sleep on cold surfaces in cold seasons.
de,10,15,Jahreszeiten und Gelenke,Jahreszeiten,Nächtliche Kälte ist oft schlimmer als Tageskälte.,Niedrige Temperaturen in den Nachtstunden machen die Gelenke still steif.,Stelle sicher dass der Hund in kalten Jahreszeiten nicht auf kalten Oberflächen schläft.
fr,10,15,Saisons et articulations,saisons,Le froid nocturne est souvent pire que le froid diurne.,Les basses températures pendant les heures nocturnes raidissent silencieusement les articulations.,Assurez-vous que le chien ne dorme pas sur des surfaces froides en saisons froides.
it,10,16,Stagioni e articolazioni,prevenzione,L'estate è ottima per costruire riserve articolari nei cani sani.,Nuotare e camminare su superfici naturali in estate previene i problemi futuri.,Sfrutta l'estate per costruire abitudini preventive durature nel cane sano.
en,10,16,Seasons and joints,prevention,Summer is great for building joint reserves in healthy dogs.,Swimming and walking on natural surfaces in summer prevents future problems.,Use summer to build lasting preventive habits in the healthy dog.
de,10,16,Jahreszeiten und Gelenke,Prävention,Sommer ist toll um bei gesunden Hunden Gelenkreserven aufzubauen.,Im Sommer schwimmen und auf natürlichen Oberflächen gehen beugt zukünftigen Problemen vor.,Nutze den Sommer um bei gesunden Hunden dauerhafte präventive Gewohnheiten aufzubauen.
fr,10,16,Saisons et articulations,prévention,L'été est excellent pour constituer des réserves articulaires chez les chiens sains.,Nager et marcher sur des surfaces naturelles en été prévient les problèmes futurs.,Profitez de l'été pour construire des habitudes préventives durables chez le chien sain.
it,10,17,Stagioni e articolazioni,stagioni,La primavera porta allergeni che possono aumentare l'infiammazione.,Le allergie stagionali stimolano una risposta infiammatoria sistemica che può peggiorare l'artrosi.,Monitora le reazioni allergiche in primavera e segnalale al vet.
en,10,17,Seasons and joints,seasons,Spring brings allergens that can increase inflammation.,Seasonal allergies stimulate a systemic inflammatory response that can worsen arthritis.,Monitor allergic reactions in spring and report them to the vet.
de,10,17,Jahreszeiten und Gelenke,Jahreszeiten,Frühling bringt Allergene die Entzündungen verstärken können.,Saisonale Allergien stimulieren eine systemische Entzündungsreaktion die Arthritis verschlimmern kann.,Überwache allergische Reaktionen im Frühling und melde sie dem Tierarzt.
fr,10,17,Saisons et articulations,saisons,Le printemps apporte des allergènes qui peuvent augmenter l'inflammation.,Les allergies saisonnières stimulent une réponse inflammatoire systémique qui peut aggraver l'arthrose.,Surveillez les réactions allergiques au printemps et signalez-les au vétérinaire.
it,10,18,Stagioni e articolazioni,stagioni,L'autunno è il momento ideale per il controllo veterinario.,Prima delle difficoltà invernali valutare lo stato articolare permette di prepararsi al meglio.,Prenota una visita ortopedica autunnale di controllo prima dell'inverno.
en,10,18,Seasons and joints,seasons,Autumn is the ideal time for the veterinary check-up.,Before winter difficulties assessing the joint condition allows best preparation.,Book an autumn orthopaedic check-up visit before winter.
de,10,18,Jahreszeiten und Gelenke,Jahreszeiten,Herbst ist der ideale Zeitpunkt für die tierärztliche Kontrolle.,Bevor die Winterschwierigkeiten kommen ermöglicht die Bewertung des Gelenkzustandes eine optimale Vorbereitung.,Buche vor dem Winter einen herbstlichen orthopädischen Kontrollbesuch.
fr,10,18,Saisons et articulations,saisons,L'automne est le moment idéal pour le contrôle vétérinaire.,Avant les difficultés hivernales évaluer l'état articulaire permet la meilleure préparation.,Réservez une visite orthopédique de contrôle automnale avant l'hiver.
it,10,19,Stagioni e articolazioni,stagioni,La stagione invernale può richiedere più calorie.,Il cane produce più calore per combattere il freddo: adatta le porzioni di conseguenza.,Rivedi le porzioni alimentari con il vet all'inizio dell'inverno.
en,10,19,Seasons and joints,seasons,The winter season may require more calories.,The dog produces more heat to fight the cold: adapt portions accordingly.,Review food portions with the vet at the start of winter.
de,10,19,Jahreszeiten und Gelenke,Jahreszeiten,Die Wintersaison kann mehr Kalorien erfordern.,Der Hund produziert mehr Wärme um die Kälte zu bekämpfen: passe die Portionen entsprechend an.,Überprüfe die Futterportionen mit dem Tierarzt zu Beginn des Winters.
fr,10,19,Saisons et articulations,saisons,La saison hivernale peut nécessiter plus de calories.,Le chien produit plus de chaleur pour combattre le froid: adaptez les portions en conséquence.,Révisez les portions alimentaires avec le vétérinaire au début de l'hiver.
it,10,20,Stagioni e articolazioni,stagioni,Il monitoraggio stagionale dei sintomi è intelligente.,Tracciare i sintomi per stagione aiuta a prevedere e prevenire i periodi più difficili.,Crea un calendario stagionale dei sintomi e confrontalo anno per anno.
en,10,20,Seasons and joints,seasons,Seasonal monitoring of symptoms is smart.,Tracking symptoms by season helps predict and prevent the most difficult periods.,Create a seasonal symptom calendar and compare it year by year.
de,10,20,Jahreszeiten und Gelenke,Jahreszeiten,Saisonales Symptommonitoring ist klug.,Symptome nach Jahreszeit zu verfolgen hilft die schwierigsten Perioden vorherzusagen und zu verhindern.,Erstelle einen saisonalen Symptomkalender und vergleiche ihn Jahr für Jahr.
fr,10,20,Saisons et articulations,saisons,Le suivi saisonnier des symptômes est intelligent.,Suivre les symptômes par saison aide à prévoir et prévenir les périodes les plus difficiles.,Créez un calendrier saisonnier des symptômes et comparez-le d'année en année.
it,10,21,Stagioni e articolazioni,stagioni,Il riscaldamento pre-uscita è ancora più importante in inverno.,Prima di uscire al freddo dai al cane 5-10 minuti di riscaldamento in casa.,Fai qualche passo lento in casa prima di ogni uscita invernale.
en,10,21,Seasons and joints,seasons,Pre-outing warm-up is even more important in winter.,Before going out in the cold give the dog 5-10 minutes of warm-up indoors.,Take a few slow steps indoors before every winter outing.
de,10,21,Jahreszeiten und Gelenke,Jahreszeiten,Aufwärmen vor dem Ausgang ist im Winter noch wichtiger.,Bevor du im Winter rausgehst gib dem Hund 5-10 Minuten Aufwärmen drinnen.,Mache vor jedem Winterausgang einige langsame Schritte drinnen.
fr,10,21,Saisons et articulations,saisons,L'échauffement pré-sortie est encore plus important en hiver.,Avant de sortir au froid donnez au chien 5-10 minutes d'échauffement à l'intérieur.,Faites quelques pas lents à l'intérieur avant chaque sortie hivernale.
it,10,22,Stagioni e articolazioni,prevenzione,Il cane sano deve prepararsi all'inverno come quello malato.,Proteggere le articolazioni sane dal freddo è prevenzione attiva e intelligente.,Adotta le stesse misure invernali preventive per il cane sano: giubbotto rampe giaciglio caldo.
en,10,22,Seasons and joints,prevention,The healthy dog must prepare for winter like the sick one.,Protecting healthy joints from cold is active and intelligent prevention.,Adopt the same preventive winter measures for the healthy dog: jacket ramps warm bed.
de,10,22,Jahreszeiten und Gelenke,Prävention,Der gesunde Hund muss sich wie der kranke auf den Winter vorbereiten.,Gesunde Gelenke vor Kälte zu schützen ist aktive und intelligente Prävention.,Übernimm die gleichen präventiven Wintermaßnahmen für den gesunden Hund: Jacke Rampen warmes Lager.
fr,10,22,Saisons et articulations,prévention,Le chien sain doit se préparer à l'hiver comme le malade.,Protéger les articulations saines du froid est une prévention active et intelligente.,Adoptez les mêmes mesures hivernales préventives pour le chien sain: veste rampes couchage chaud.
it,10,23,Stagioni e articolazioni,stagioni,I cambi stagionali si anticipano di almeno due settimane.,Adattare la routine prima del cambio stagionale riduce l'impatto sulle articolazioni.,Inizia i preparativi stagionali due settimane prima del cambio effettivo.
en,10,23,Seasons and joints,seasons,Seasonal changes are anticipated by at least two weeks.,Adapting the routine before the seasonal change reduces the impact on the joints.,Start seasonal preparations two weeks before the actual change.
de,10,23,Jahreszeiten und Gelenke,Jahreszeiten,Saisonale Veränderungen werden mindestens zwei Wochen im Voraus antizipiert.,Die Routine vor dem Jahreswechsel anzupassen reduziert die Auswirkung auf die Gelenke.,Beginne saisonale Vorbereitungen zwei Wochen vor dem tatsächlichen Wechsel.
fr,10,23,Saisons et articulations,saisons,Les changements saisonniers s'anticipent d'au moins deux semaines.,Adapter la routine avant le changement saisonnier réduit l'impact sur les articulations.,Commencez les préparatifs saisonniers deux semaines avant le changement effectif.
it,10,24,Stagioni e articolazioni,stagioni,L'estate porta opportunità di movimento in acqua.,Il nuoto estivo è l'esercizio migliore sia per il cane artrosico che per quello sano.,Trova un posto sicuro dove il cane possa nuotare liberamente in estate.
en,10,24,Seasons and joints,seasons,Summer brings opportunities for movement in water.,Summer swimming is the best exercise both for the arthritic and the healthy dog.,Find a safe place where the dog can swim freely in summer.
de,10,24,Jahreszeiten und Gelenke,Jahreszeiten,Sommer bringt Möglichkeiten zur Wasserbewegung.,Sommerschwimmen ist die beste Übung sowohl für den arthritischen als auch für den gesunden Hund.,Finde einen sicheren Platz wo der Hund im Sommer frei schwimmen kann.
fr,10,24,Saisons et articulations,saisons,L'été apporte des opportunités de mouvement dans l'eau.,La natation estivale est le meilleur exercice tant pour le chien arthritique que pour le sain.,Trouvez un endroit sûr où le chien peut nager librement en été.
it,10,25,Stagioni e articolazioni,stagioni,Il cane ci insegna ad adattarci alle stagioni.,Osservare come cambia il suo comportamento stagionalmente è informazione preziosa.,Osserva e annota come cambia il comportamento del cane nelle diverse stagioni.
en,10,25,Seasons and joints,seasons,The dog teaches us to adapt to the seasons.,Observing how their behaviour changes seasonally is precious information.,Observe and note how the dog's behaviour changes in different seasons.
de,10,25,Jahreszeiten und Gelenke,Jahreszeiten,Der Hund lehrt uns uns an die Jahreszeiten anzupassen.,Zu beobachten wie sich sein Verhalten saisonal verändert ist wertvolle Information.,Beobachte und notiere wie sich das Verhalten des Hundes in verschiedenen Jahreszeiten ändert.
fr,10,25,Saisons et articulations,saisons,Le chien nous apprend à nous adapter aux saisons.,Observer comment son comportement change saisonnièrement est une information précieuse.,Observez et notez comment le comportement du chien change selon les différentes saisons.
it,10,26,Stagioni e articolazioni,stagioni,Il freddo estremo può richiedere uscite più brevi e frequenti.,È meglio uscire tre volte per 10 minuti che una volta per 30 col gelo.,Adatta la durata delle uscite alle condizioni meteo invernali.
en,10,26,Seasons and joints,seasons,Extreme cold may require shorter and more frequent outings.,It is better to go out three times for 10 minutes than once for 30 in freezing cold.,Adapt the duration of outings to winter weather conditions.
de,10,26,Jahreszeiten und Gelenke,Jahreszeiten,Extreme Kälte kann kürzere und häufigere Ausgänge erfordern.,Es ist besser dreimal für 10 Minuten rauszugehen als einmal für 30 bei Frost.,Passe die Dauer der Ausgänge an die winterlichen Wetterbedingungen an.
fr,10,26,Saisons et articulations,saisons,Le froid extrême peut nécessiter des sorties plus courtes et plus fréquentes.,Il vaut mieux sortir trois fois 10 minutes qu'une fois 30 par grand froid.,Adaptez la durée des sorties aux conditions météorologiques hivernales.
it,10,27,Stagioni e articolazioni,prevenzione,Il piano stagionale di prevenzione è uno strumento pratico.,Avere un piano scritto per ogni stagione rende la cura più organizzata ed efficace.,Scrivi un piano stagionale di cura e prevenzione per il tuo cane.
en,10,27,Seasons and joints,prevention,The seasonal prevention plan is a practical tool.,Having a written plan for each season makes care more organised and effective.,Write a seasonal care and prevention plan for your dog.
de,10,27,Jahreszeiten und Gelenke,Prävention,Der saisonale Präventionsplan ist ein praktisches Werkzeug.,Einen schriftlichen Plan für jede Jahreszeit zu haben macht die Pflege organisierter und wirksamer.,Schreibe einen saisonalen Pflege- und Präventionsplan für deinen Hund.
fr,10,27,Saisons et articulations,prévention,Le plan saisonnier de prévention est un outil pratique.,Avoir un plan écrit pour chaque saison rend les soins plus organisés et efficaces.,Écrivez un plan saisonnier de soin et de prévention pour votre chien.
it,10,28,Stagioni e articolazioni,stagioni,Adattarsi insieme al cane rafforza il legame.,Modificare la routine stagionale insieme è un atto di cura e connessione profonda.,Coinvolgi il cane nell'adattamento stagionale con gradualità e attenzione.
en,10,28,Seasons and joints,seasons,Adapting together with the dog strengthens the bond.,Modifying the seasonal routine together is an act of deep care and connection.,Involve the dog in seasonal adaptation with gradualness and attention.
de,10,28,Jahreszeiten und Gelenke,Jahreszeiten,Sich gemeinsam mit dem Hund anzupassen stärkt die Bindung.,Die saisonale Routine gemeinsam zu ändern ist ein Akt tiefer Fürsorge und Verbindung.,Beziehe den Hund schrittweise und aufmerksam in die saisonale Anpassung ein.
fr,10,28,Saisons et articulations,saisons,S'adapter avec le chien renforce le lien.,Modifier la routine saisonnière ensemble est un acte de soin et de connexion profonde.,Impliquez le chien dans l'adaptation saisonnière avec progressivité et attention.
it,10,29,Stagioni e articolazioni,stagioni,La cura delle articolazioni è un lavoro a 365 giorni.,Non esistono mesi di pausa: ogni stagione porta le sue sfide e le sue opportunità.,Mantieni la cura articolare attiva in tutte le stagioni senza interruzioni.
en,10,29,Seasons and joints,seasons,Caring for joints is a 365-day job.,There are no months off: every season brings its challenges and its opportunities.,Maintain active joint care in all seasons without interruptions.
de,10,29,Jahreszeiten und Gelenke,Jahreszeiten,Die Gelenkpflege ist eine 365-Tage-Arbeit.,Es gibt keine Pausenmonate: jede Jahreszeit bringt ihre Herausforderungen und Möglichkeiten.,Halte die aktive Gelenkpflege in allen Jahreszeiten ohne Unterbrechungen aufrecht.
fr,10,29,Saisons et articulations,saisons,Prendre soin des articulations est un travail de 365 jours.,Il n'y a pas de mois de pause: chaque saison apporte ses défis et ses opportunités.,Maintenez les soins articulaires actifs en toutes saisons sans interruptions.
it,10,30,Stagioni e articolazioni,stagioni,Un mese sulle stagioni ha ampliato la visione della cura.,Ogni stagione è un capitolo diverso nella storia della salute articolare del tuo cane.,Pianifica l'anno prossimo tenendo conto delle sfide stagionali che hai imparato a riconoscere.
en,10,30,Seasons and joints,seasons,A month on seasons has broadened the vision of care.,Every season is a different chapter in the story of your dog's joint health.,Plan next year taking into account the seasonal challenges you have learned to recognise.
de,10,30,Jahreszeiten und Gelenke,Jahreszeiten,Ein Monat über Jahreszeiten hat den Blick auf die Pflege erweitert.,Jede Jahreszeit ist ein anderes Kapitel in der Geschichte der Gelenkgesundheit deines Hundes.,Plane das nächste Jahr unter Berücksichtigung der saisonalen Herausforderungen die du gelernt hast zu erkennen.
fr,10,30,Saisons et articulations,saisons,Un mois sur les saisons a élargi la vision des soins.,Chaque saison est un chapitre différent dans l'histoire de la santé articulaire de votre chien.,Planifiez l'année prochaine en tenant compte des défis saisonniers que vous avez appris à reconnaître.
