language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
en,1,11,Awareness and observation,observation,Rest changes movement.,Stiffness emerges after rest.,Watch how they move right after getting up.
de,1,11,Bewusstsein und Beobachtung,Beobachtung,Ruhe verändert die Bewegung.,Nach der Ruhe tritt Steifheit auf.,Beobachte wie er sich direkt nach dem Aufstehen bewegt.
fr,1,11,Conscience et observation,observation,Le repos modifie le mouvement.,La raideur apparaît après le repos.,Observez comment il bouge juste après s'être levé.
it,1,12,Consapevolezza e osservazione,osservazione,Ogni giorno può essere diverso.,L'artrosi non è sempre uguale.,Confronta il movimento nei giorni.
en,1,12,Awareness and observation,observation,Every day can be different.,Arthritis is not always the same.,Compare movement across days.
de,1,12,Bewusstsein und Beobachtung,Beobachtung,Jeder Tag kann anders sein.,Arthritis ist nicht immer gleich.,Vergleiche die Bewegung über mehrere Tage.
fr,1,12,Conscience et observation,observation,Chaque jour peut être différent.,L'arthrose n'est pas toujours la même.,Comparez le mouvement sur plusieurs jours.
it,1,13,Consapevolezza e osservazione,osservazione,Piccoli segnali grandi informazioni.,I dettagli aiutano a capire prima.,Osserva come appoggia le zampe.
en,1,13,Awareness and observation,observation,Small signals big information.,Details help you understand sooner.,Watch how they place their paws.
de,1,13,Bewusstsein und Beobachtung,Beobachtung,Kleine Signale große Informationen.,Details helfen früher zu verstehen.,Beobachte wie er die Pfoten aufsetzt.
fr,1,13,Conscience et observation,observation,Petits signaux grandes informations.,Les détails aident à comprendre plus tôt.,Observez comment il pose ses pattes.
it,1,14,Consapevolezza e osservazione,osservazione,Il movimento racconta lo stato del cane.,Basta osservare con attenzione.,Guarda come si muove in casa.
en,1,14,Awareness and observation,observation,Movement tells the dog's condition.,Just observe carefully.,Watch how they move around the house.
de,1,14,Bewusstsein und Beobachtung,Beobachtung,Die Bewegung erzählt den Zustand des Hundes.,Einfach aufmerksam beobachten.,Beobachte wie er sich im Haus bewegt.
fr,1,14,Conscience et observation,observation,Le mouvement raconte l'état du chien.,Il suffit d'observer attentivement.,Observez comment il se déplace dans la maison.
it,1,15,Consapevolezza e osservazione,osservazione,La rigidità non è sempre evidente.,Può essere lieve ma significativa.,Nota se esita prima di partire.
en,1,15,Awareness and observation,observation,Stiffness is not always obvious.,It can be mild but significant.,Notice if they hesitate before starting to move.
de,1,15,Bewusstsein und Beobachtung,Beobachtung,Steifheit ist nicht immer offensichtlich.,Sie kann leicht aber bedeutsam sein.,Achte darauf ob er vor dem Losgehen zögert.
fr,1,15,Conscience et observation,observation,La raideur n'est pas toujours évidente.,Elle peut être légère mais significative.,Notez s'il hésite avant de commencer à bouger.
it,1,16,Consapevolezza e osservazione,osservazione,La postura dice tutto.,Come si siede o si sdraia rivela molto.,Osserva come appoggia il corpo a riposo.
en,1,16,Awareness and observation,observation,Posture says everything.,How they sit or lie down reveals a lot.,Watch how they rest their body.
de,1,16,Bewusstsein und Beobachtung,Beobachtung,Die Körperhaltung sagt alles.,Wie er sitzt oder liegt verrät viel.,Beobachte wie er den Körper im Ruhezustand abstützt.
fr,1,16,Conscience et observation,observation,La posture dit tout.,La façon dont il s'assoit ou se couche révèle beaucoup.,Observez comment il repose son corps.
it,1,17,Consapevolezza e osservazione,osservazione,Bere e mangiare possono cambiare.,Le posizioni difficili segnalano disagio.,Nota se si abbassa con fatica.
en,1,17,Awareness and observation,observation,Eating and drinking can change.,Difficult positions signal discomfort.,Notice if they lower themselves with effort.
de,1,17,Bewusstsein und Beobachtung,Beobachtung,Fressen und Trinken können sich verändern.,Schwierige Positionen signalisieren Unbehagen.,Beobachte ob er sich mühsam herunterbeugt.
fr,1,17,Conscience et observation,observation,Manger et boire peuvent changer.,Les positions difficiles signalent une gêne.,Notez s'il se baisse avec effort.
it,1,18,Consapevolezza e osservazione,osservazione,Le scale sono uno specchio.,La salita e la discesa mostrano lo stato articolare.,Osserva come affronta gradini o ostacoli.
en,1,18,Awareness and observation,observation,Stairs are a mirror.,Going up and down shows joint condition.,Watch how they handle steps or obstacles.
de,1,18,Bewusstsein und Beobachtung,Beobachtung,Treppen sind ein Spiegel.,Das Hoch- und Runtergehen zeigt den Gelenkzustand.,Beobachte wie er mit Stufen oder Hindernissen umgeht.
fr,1,18,Conscience et observation,observation,Les escaliers sont un miroir.,Monter et descendre révèle l'état des articulations.,Observez comment il gère les marches ou les obstacles.
it,1,19,Consapevolezza e osservazione,osservazione,Il gioco rivela l'energia disponibile.,Meno voglia di giocare può segnalare dolore.,Proponi un gioco breve e osserva la risposta.
en,1,19,Awareness and observation,observation,Play reveals available energy.,Less desire to play can signal pain.,Offer a short game and observe the response.
de,1,19,Bewusstsein und Beobachtung,Beobachtung,Das Spielen zeigt die verfügbare Energie.,Weniger Spielfreude kann Schmerzen signalisieren.,Biete ein kurzes Spiel an und beobachte die Reaktion.
fr,1,19,Conscience et observation,observation,Le jeu révèle l'énergie disponible.,Moins envie de jouer peut signaler de la douleur.,Proposez un jeu court et observez la réponse.
it,1,20,Consapevolezza e osservazione,osservazione,Il sonno ha la sua qualità.,Un riposo agitato può indicare disagio.,Osserva se si gira spesso o dorme tranquillo.
en,1,20,Awareness and observation,observation,Sleep has its own quality.,Restless sleep can indicate discomfort.,Watch if they toss often or sleep peacefully.
de,1,20,Bewusstsein und Beobachtung,Beobachtung,Der Schlaf hat seine eigene Qualität.,Unruhiger Schlaf kann Unbehagen anzeigen.,Beobachte ob er sich oft dreht oder ruhig schläft.
fr,1,20,Conscience et observation,observation,Le sommeil a sa propre qualité.,Un sommeil agité peut indiquer une gêne.,Observez s'il se retourne souvent ou dort paisiblement.
it,1,21,Consapevolezza e osservazione,osservazione,La reazione al tocco è informazione.,Scansare una carezza può segnalare dolore.,Accarezza delicatamente e osserva la reazione.
en,1,21,Awareness and observation,observation,The reaction to touch is information.,Avoiding a stroke can signal pain.,Gently pet and observe the reaction.
de,1,21,Bewusstsein und Beobachtung,Beobachtung,Die Reaktion auf Berührung ist Information.,Eine Berührung zu meiden kann Schmerzen signalisieren.,Streichle sanft und beobachte die Reaktion.
fr,1,21,Conscience et observation,observation,La réaction au toucher est une information.,Éviter une caresse peut signaler de la douleur.,Caressez doucement et observez la réaction.
it,1,22,Consapevolezza e osservazione,osservazione,Gli occhi non mentono.,Uno sguardo stanco o assente può indicare disagio.,Guarda negli occhi e osserva l'espressione.
en,1,22,Awareness and observation,observation,Eyes don't lie.,A tired or absent look can indicate discomfort.,Look into their eyes and observe the expression.
de,1,22,Bewusstsein und Beobachtung,Beobachtung,Die Augen lügen nicht.,Ein müder oder abwesender Blick kann Unbehagen anzeigen.,Schau in die Augen und beobachte den Ausdruck.
fr,1,22,Conscience et observation,observation,Les yeux ne mentent pas.,Un regard fatigué ou absent peut indiquer une gêne.,Regardez dans les yeux et observez l'expression.
it,1,23,Consapevolezza e osservazione,osservazione,Il meteo influenza le articolazioni.,Umidità e freddo possono aumentare il disagio.,Confronta il comportamento nelle giornate diverse.
en,1,23,Awareness and observation,observation,Weather affects the joints.,Humidity and cold can increase discomfort.,Compare behavior on different weather days.
de,1,23,Bewusstsein und Beobachtung,Beobachtung,Das Wetter beeinflusst die Gelenke.,Feuchtigkeit und Kälte können das Unbehagen verstärken.,Vergleiche das Verhalten bei unterschiedlichem Wetter.
fr,1,23,Conscience et observation,observation,La météo influence les articulations.,L'humidité et le froid peuvent augmenter la gêne.,Comparez le comportement selon les jours.
it,1,24,Consapevolezza e osservazione,osservazione,Mattina e sera: due momenti diversi.,Confrontarli regolarmente aiuta a capire i pattern.,Annota una parola per ogni momento del giorno.
en,1,24,Awareness and observation,observation,Morning and evening: two different moments.,Comparing them regularly helps understand patterns.,Note one word for each time of day.
de,1,24,Bewusstsein und Beobachtung,Beobachtung,Morgen und Abend: zwei verschiedene Momente.,Sie regelmäßig zu vergleichen hilft Muster zu erkennen.,Notiere ein Wort für jeden Tagesabschnitt.
fr,1,24,Conscience et observation,observation,Matin et soir: deux moments différents.,Les comparer régulièrement aide à comprendre les tendances.,Notez un mot pour chaque moment de la journée.
it,1,25,Consapevolezza e osservazione,osservazione,L'appetito è un indicatore.,Mangiare meno può essere legato al dolore.,Osserva se mangia con la solita voglia.
en,1,25,Awareness and observation,observation,Appetite is an indicator.,Eating less can be linked to pain.,Watch if they eat with their usual enthusiasm.
de,1,25,Bewusstsein und Beobachtung,Beobachtung,Der Appetit ist ein Indikator.,Weniger zu essen kann mit Schmerzen zusammenhängen.,Beobachte ob er mit dem gewohnten Hunger frisst.
fr,1,25,Conscience et observation,observation,L'appétit est un indicateur.,Manger moins peut être lié à la douleur.,Observez s'il mange avec son enthousiasme habituel.
it,1,26,Consapevolezza e osservazione,osservazione,Il comportamento sociale cambia.,Isolarsi può essere un segnale di dolore.,Osserva se cerca meno contatto del solito.
en,1,26,Awareness and observation,observation,Social behavior changes.,Isolating itself can be a sign of pain.,Watch if they seek less contact than usual.
de,1,26,Bewusstsein und Beobachtung,Beobachtung,Das Sozialverhalten verändert sich.,Sich zurückzuziehen kann ein Schmerzzeichen sein.,Beobachte ob er weniger Kontakt als sonst sucht.
fr,1,26,Conscience et observation,observation,Le comportement social change.,S'isoler peut être un signe de douleur.,Observez s'il cherche moins de contact qu'habituellement.
it,1,27,Consapevolezza e osservazione,osservazione,La cura del pelo può cambiare.,Leccarsi troppo può indicare dolore locale.,Nota se si lecca spesso in un punto specifico.
en,1,27,Awareness and observation,observation,Grooming habits can change.,Excessive licking can indicate local pain.,Notice if they often lick a specific spot.
de,1,27,Bewusstsein und Beobachtung,Beobachtung,Das Pflegeverhalten kann sich verändern.,Übermäßiges Lecken kann auf lokale Schmerzen hinweisen.,Beachte ob er sich oft an einer bestimmten Stelle leckt.
fr,1,27,Conscience et observation,observation,Les habitudes de toilettage peuvent changer.,Se lécher excessivement peut indiquer une douleur locale.,Notez s'il se lèche souvent au même endroit.
it,1,28,Consapevolezza e osservazione,osservazione,La passeggiata parla.,Lunghezza e velocità cambiano con il benessere.,Osserva quando vuole tornare a casa.
en,1,28,Awareness and observation,observation,The walk speaks.,Length and speed change with wellbeing.,Notice when they want to return home.
de,1,28,Bewusstsein und Beobachtung,Beobachtung,Der Spaziergang spricht.,Länge und Geschwindigkeit ändern sich mit dem Wohlbefinden.,Beachte wann er nach Hause zurückkehren möchte.
fr,1,28,Conscience et observation,observation,La promenade parle.,Longueur et vitesse changent avec le bien-être.,Observez quand il veut rentrer à la maison.
it,1,29,Consapevolezza e osservazione,osservazione,L'ambiente dice quanto è a suo agio.,Preferire certi posti rivela bisogni fisici.,Osserva i posti dove si sdraia di più.
en,1,29,Awareness and observation,observation,The environment shows how comfortable they are.,Preferring certain spots reveals physical needs.,Observe the spots where they lie down most.
de,1,29,Bewusstsein und Beobachtung,Beobachtung,Die Umgebung zeigt wie wohl er sich fühlt.,Bestimmte Plätze zu bevorzugen zeigt körperliche Bedürfnisse.,Beobachte an welchen Orten er sich am häufigsten hinlegt.
fr,1,29,Conscience et observation,observation,L'environnement montre son niveau de confort.,Préférer certains endroits révèle des besoins physiques.,Observez les endroits où il se couche le plus.
it,1,30,Consapevolezza e osservazione,osservazione,Un mese di osservazioni vale molto.,I pattern emergono nel tempo.,Rileggi le note di questo mese.
en,1,30,Awareness and observation,observation,One month of observations is valuable.,Patterns emerge over time.,Re-read your notes from this month.
de,1,30,Bewusstsein und Beobachtung,Beobachtung,Ein Monat Beobachtungen ist viel wert.,Muster entstehen im Laufe der Zeit.,Lies die Notizen dieses Monats noch einmal durch.
fr,1,30,Conscience et observation,observation,Un mois d'observations est précieux.,Les tendances émergent avec le temps.,Relisez vos notes de ce mois.
