language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
fr,11,4,Bien-être émotionnel et qualité de vie,bien-être,La socialisation maintient l'esprit actif et vital.,Rencontrer d'autres chiens et personnes stimule le bien-être émotionnel même chez le chien arthritique.,Organisez une rencontre avec un chien ami compatible avec ses capacités actuelles.
it,11,5,Benessere emotivo e qualità della vita,benessere,I giochi di fiuto attivano il cervello senza stancare il corpo.,L'olfatto stimolato riduce lo stress e migliora l'umore meglio di molte attività fisiche.,Introduce oggi un gioco di fiuto o una ricerca nascosta di crocchette.
en,11,5,Emotional wellbeing and quality of life,wellbeing,Scent games activate the brain without tiring the body.,Activated sense of smell reduces stress and improves mood better than many physical activities.,Introduce a scent game or hidden kibble search today.
de,11,5,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Schnüffelspiele aktivieren das Gehirn ohne den Körper zu ermüden.,Aktivierter Geruchssinn reduziert Stress und verbessert die Stimmung besser als viele körperliche Aktivitäten.,Führe heute ein Schnüffelspiel oder eine versteckte Leckerli-Suche ein.
fr,11,5,Bien-être émotionnel et qualité de vie,bien-être,Les jeux de flair activent le cerveau sans fatiguer le corps.,L'odorat activé réduit le stress et améliore l'humeur mieux que beaucoup d'activités physiques.,Introduisez aujourd'hui un jeu de flair ou une recherche de croquettes cachées.
it,11,6,Benessere emotivo e qualità della vita,benessere,La musica calma i cani ansiosi e riduce il dolore percepito.,Melodie lente e armoniose abbassano il livello di stress che amplifica la percezione del dolore.,Lascia musica rilassante accesa durante le tue assenze o le ore difficili.
en,11,6,Emotional wellbeing and quality of life,wellbeing,Music calms anxious dogs and reduces perceived pain.,Slow harmonious melodies lower the stress level that amplifies pain perception.,Leave relaxing music on during your absences or difficult hours.
de,11,6,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Musik beruhigt ängstliche Hunde und reduziert den wahrgenommenen Schmerz.,Langsame harmonische Melodien senken das Stressniveau das die Schmerzwahrnehmung verstärkt.,Lasse beruhigende Musik während deiner Abwesenheit oder schwierigen Stunden laufen.
fr,11,6,Bien-être émotionnel et qualité de vie,bien-être,La musique calme les chiens anxieux et réduit la douleur perçue.,Des mélodies lentes et harmonieuses abaissent le niveau de stress qui amplifie la perception de la douleur.,Laissez de la musique relaxante allumée pendant vos absences ou les heures difficiles.
it,11,7,Benessere emotivo e qualità della vita,benessere,Includere il cane nelle attività quotidiane fa bene.,La sensazione di appartenere al gruppo riduce l'ansia e migliora il benessere emotivo.,Coinvolgi il cane nelle attività quotidiane compatibili con le sue condizioni fisiche.
en,11,7,Emotional wellbeing and quality of life,wellbeing,Including the dog in daily activities is beneficial.,The feeling of belonging to the group reduces anxiety and improves emotional wellbeing.,Involve the dog in daily activities compatible with their physical conditions.
de,11,7,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Den Hund in tägliche Aktivitäten einzubeziehen ist gut.,Das Gefühl zur Gruppe zu gehören reduziert Angst und verbessert das emotionale Wohlbefinden.,Beziehe den Hund in tägliche Aktivitäten ein die mit seinen körperlichen Bedingungen kompatibel sind.
fr,11,7,Bien-être émotionnel et qualité de vie,bien-être,Inclure le chien dans les activités quotidiennes fait du bien.,Le sentiment d'appartenir au groupe réduit l'anxiété et améliore le bien-être émotionnel.,Impliquez le chien dans les activités quotidiennes compatibles avec ses conditions physiques.
it,11,8,Benessere emotivo e qualità della vita,benessere,Il training positivo stimola la mente e rafforza il legame.,Imparare qualcosa di nuovo migliora il benessere emotivo anche nel cane anziano o artrosico.,Insegna al cane un nuovo comando semplice o un trick leggero questa settimana.
en,11,8,Emotional wellbeing and quality of life,wellbeing,Positive training stimulates the mind and strengthens the bond.,Learning something new improves emotional wellbeing even in elderly or arthritic dogs.,Teach the dog a new simple command or light trick this week.
de,11,8,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Positives Training stimuliert den Geist und stärkt die Bindung.,Etwas Neues zu lernen verbessert das emotionale Wohlbefinden auch bei älteren oder arthritischen Hunden.,Bringe dem Hund diese Woche einen neuen einfachen Befehl oder leichten Trick bei.
fr,11,8,Bien-être émotionnel et qualité de vie,bien-être,L'entraînement positif stimule l'esprit et renforce le lien.,Apprendre quelque chose de nouveau améliore le bien-être émotionnel même chez le chien âgé ou arthritique.,Apprenez au chien un nouveau commandement simple ou un tour léger cette semaine.
it,11,9,Benessere emotivo e qualità della vita,benessere,Il legame con il tutor è la medicina più potente di tutte.,Un tutor presente attento e amorevole riduce il cortisolo e migliora la qualità della vita.,Sii completamente presente durante le attività con il tuo cane oggi.
en,11,9,Emotional wellbeing and quality of life,wellbeing,The bond with the owner is the most powerful medicine of all.,A present attentive and loving owner reduces cortisol and improves quality of life.,Be completely present during activities with your dog today.
de,11,9,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Die Bindung zum Besitzer ist die stärkste Medizin von allen.,Ein präsenter aufmerksamer und liebevoller Besitzer reduziert Cortisol und verbessert die Lebensqualität.,Sei heute bei Aktivitäten mit deinem Hund vollständig präsent.
fr,11,9,Bien-être émotionnel et qualité de vie,bien-être,Le lien avec le propriétaire est le médicament le plus puissant de tous.,Un propriétaire présent attentif et aimant réduit le cortisol et améliore la qualité de vie.,Soyez complètement présent lors des activités avec votre chien aujourd'hui.
it,11,10,Benessere emotivo e qualità della vita,benessere,La qualità della vita si misura nel sorriso e nella coda.,Un cane che scodinzola gioca e cerca contatto sta bene anche con l'artrosi.,Conta quante volte il tuo cane scodinzola e gioca durante la giornata.
en,11,10,Emotional wellbeing and quality of life,wellbeing,Quality of life is measured in smiles and tail wags.,A dog that wags plays and seeks contact is doing well even with arthritis.,Count how many times your dog wags and plays during the day.
de,11,10,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Lebensqualität wird in Lächeln und Wedeln gemessen.,Ein Hund der wedelt spielt und Kontakt sucht geht es gut auch mit Arthritis.,Zähle wie oft dein Hund während des Tages wedelt und spielt.
fr,11,10,Bien-être émotionnel et qualité de vie,bien-être,La qualité de vie se mesure dans le sourire et le remue-queue.,Un chien qui remue la queue joue et cherche le contact va bien même avec l'arthrose.,Comptez combien de fois votre chien remue la queue et joue dans la journée.
it,11,11,Benessere emotivo e qualità della vita,benessere,La routine stabile riduce l'ansia da separazione.,Un cane ansioso soffre di più il dolore cronico: la prevedibilità è terapia emotiva.,Riduci gradualmente i tempi di separazione se causano ansia visibile nel cane.
en,11,11,Emotional wellbeing and quality of life,wellbeing,Stable routine reduces separation anxiety.,An anxious dog suffers more from chronic pain: predictability is emotional therapy.,Gradually reduce separation times if they cause visible anxiety in the dog.
de,11,11,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Stabile Routine reduziert Trennungsangst.,Ein ängstlicher Hund leidet mehr unter chronischen Schmerzen: Vorhersehbarkeit ist emotionale Therapie.,Reduziere schrittweise Trennungszeiten wenn sie beim Hund sichtbare Angst verursachen.
fr,11,11,Bien-être émotionnel et qualité de vie,bien-être,La routine stable réduit l'anxiété de séparation.,Un chien anxieux souffre davantage de la douleur chronique: la prévisibilité est une thérapie émotionnelle.,Réduisez graduellement les temps de séparation s'ils causent une anxiété visible chez le chien.
it,11,12,Benessere emotivo e qualità della vita,benessere,Rispettare i segnali di calma è un atto d'amore.,Capire quando il cane vuole spazio riduce lo stress e migliora la relazione.,Impara a riconoscere i segnali di calma del tuo cane e rispettali sempre.
en,11,12,Emotional wellbeing and quality of life,wellbeing,Respecting calming signals is an act of love.,Understanding when the dog wants space reduces stress and improves the relationship.,Learn to recognise your dog's calming signals and always respect them.
de,11,12,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Beschwichtigungssignale zu respektieren ist ein Liebesakt.,Zu verstehen wann der Hund Platz will reduziert Stress und verbessert die Beziehung.,Lerne die Beschwichtigungssignale deines Hundes zu erkennen und respektiere sie immer.
fr,11,12,Bien-être émotionnel et qualité de vie,bien-être,Respecter les signaux d'apaisement est un acte d'amour.,Comprendre quand le chien veut de l'espace réduit le stress et améliore la relation.,Apprenez à reconnaître les signaux d'apaisement de votre chien et respectez-les toujours.
it,11,13,Benessere emotivo e qualità della vita,benessere,Una passeggiata di solo annusare fa miracoli.,Lasciare il cane seguire il naso senza fretta attiva il sistema parasimpatico e riduce lo stress.,Fai una passeggiata di puro fiuto oggi: niente fretta niente direzione imposta.
en,11,13,Emotional wellbeing and quality of life,wellbeing,A sniffing-only walk works miracles.,Letting the dog follow their nose without hurry activates the parasympathetic system and reduces stress.,Go on a pure sniffing walk today: no hurry no imposed direction.
de,11,13,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Ein reiner Schnüffelspaziergang wirkt Wunder.,Den Hund ohne Eile der Nase folgen zu lassen aktiviert das parasympathische System und reduziert Stress.,Mache heute einen reinen Schnüffelspaziergang: keine Eile keine aufgezwungene Richtung.
fr,11,13,Bien-être émotionnel et qualité de vie,bien-être,Une promenade de pur flairage fait des miracles.,Laisser le chien suivre son nez sans hâte active le système parasympathique et réduit le stress.,Faites une promenade de pur flairage aujourd'hui: pas de hâte pas de direction imposée.
it,11,14,Benessere emotivo e qualità della vita,benessere,Il sonno di qualità è restauro emotivo e fisico.,Dormire bene migliora la tolleranza al dolore e la stabilità emotiva del cane artrosico.,Crea le condizioni ideali per il sonno: buio silenzio temperatura giusta giaciglio comodo.
en,11,14,Emotional wellbeing and quality of life,wellbeing,Quality sleep is emotional and physical restoration.,Sleeping well improves pain tolerance and emotional stability in the arthritic dog.,Create ideal sleep conditions: darkness silence right temperature comfortable bed.
de,11,14,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Qualitätsschlaf ist emotionale und körperliche Wiederherstellung.,Gut schlafen verbessert die Schmerztoleranz und emotionale Stabilität beim arthritischen Hund.,Schaffe ideale Schlafbedingungen: Dunkelheit Stille richtige Temperatur bequemes Lager.
fr,11,14,Bien-être émotionnel et qualité de vie,bien-être,Un sommeil de qualité est une restauration émotionnelle et physique.,Bien dormir améliore la tolérance à la douleur et la stabilité émotionnelle du chien arthritique.,Créez des conditions idéales pour le sommeil: obscurité silence bonne température lit confortable.
it,11,15,Benessere emotivo e qualità della vita,benessere,Il benessere del tutor influenza direttamente il cane.,Un tutor sereno trasmette sicurezza e riduce l'ansia del cane in modo misurabile.,Prenditi cura della tua serenità: il tuo cane lo sente e ne beneficia direttamente.
en,11,15,Emotional wellbeing and quality of life,wellbeing,The owner's wellbeing directly influences the dog.,A serene owner transmits security and reduces the dog's anxiety in a measurable way.,Take care of your own serenity: your dog feels it and benefits directly.
de,11,15,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Das Wohlbefinden des Besitzers beeinflusst den Hund direkt.,Ein gelassener Besitzer vermittelt Sicherheit und reduziert die Angst des Hundes auf messbare Weise.,Kümmere dich um deine eigene Gelassenheit: dein Hund spürt es und profitiert direkt davon.
fr,11,15,Bien-être émotionnel et qualité de vie,bien-être,Le bien-être du propriétaire influence directement le chien.,Un propriétaire serein transmet la sécurité et réduit l'anxiété du chien de façon mesurable.,Prenez soin de votre propre sérénité: votre chien le ressent et en bénéficie directement.
it,11,16,Benessere emotivo e qualità della vita,prevenzione,Il cane sano ha bisogno di stimoli emotivi e mentali.,Prevenire la noia è prevenire stress cronico che nel tempo può danneggiare anche le articolazioni.,Arricchisci l'ambiente del cane sano con nuovi giochi oggetti e percorsi.
en,11,16,Emotional wellbeing and quality of life,prevention,The healthy dog needs emotional and mental stimuli.,Preventing boredom is preventing chronic stress that over time can damage even the joints.,Enrich the healthy dog's environment with new games objects and routes.
de,11,16,Emotionales Wohlbefinden und Lebensqualität,Prävention,Der gesunde Hund braucht emotionale und mentale Reize.,Langeweile zu verhindern ist chronischen Stress zu verhindern der mit der Zeit auch die Gelenke schädigen kann.,Bereichere die Umgebung des gesunden Hundes mit neuen Spielen Objekten und Wegen.
fr,11,16,Bien-être émotionnel et qualité de vie,prévention,Le chien sain a besoin de stimuli émotionnels et mentaux.,Prévenir l'ennui c'est prévenir le stress chronique qui avec le temps peut endommager même les articulations.,Enrichissez l'environnement du chien sain avec de nouveaux jeux objets et parcours.
it,11,17,Benessere emotivo e qualità della vita,benessere,La variazione arricchisce la vita e stimola la dopamina.,Nuovi percorsi nuovi odori e nuovi giochi mantengono vivo l'entusiasmo.,Cambia qualcosa nella routine questa settimana per portare novità stimolanti.
en,11,17,Emotional wellbeing and quality of life,wellbeing,Variation enriches life and stimulates dopamine.,New routes new smells and new games keep enthusiasm alive.,Change something in the routine this week to bring stimulating novelty.
de,11,17,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Abwechslung bereichert das Leben und stimuliert Dopamin.,Neue Wege neue Gerüche und neue Spiele halten die Begeisterung lebendig.,Ändere diese Woche etwas in der Routine um stimulierende Neuheit zu bringen.
fr,11,17,Bien-être émotionnel et qualité de vie,bien-être,La variation enrichit la vie et stimule la dopamine.,De nouveaux parcours de nouvelles odeurs et de nouveaux jeux maintiennent l'enthousiasme vivant.,Changez quelque chose dans la routine cette semaine pour apporter de la nouveauté stimulante.
it,11,18,Benessere emotivo e qualità della vita,benessere,Il tempo nella natura riduce lo stress in modo comprovato.,L'ambiente naturale abbassa i livelli di cortisolo in modo misurabile sia nel cane che nel tutor.,Porta il cane in un parco o in un ambiente naturale questa settimana.
en,11,18,Emotional wellbeing and quality of life,wellbeing,Time in nature reduces stress in a proven way.,The natural environment lowers cortisol levels in a measurable way in both dog and owner.,Take the dog to a park or natural environment this week.
de,11,18,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Zeit in der Natur reduziert Stress nachweislich.,Die natürliche Umgebung senkt Cortisolspiegel auf messbare Weise sowohl beim Hund als auch beim Besitzer.,Bringe den Hund diese Woche in einen Park oder eine natürliche Umgebung.
fr,11,18,Bien-être émotionnel et qualité de vie,bien-être,Le temps dans la nature réduit le stress de façon prouvée.,L'environnement naturel abaisse les niveaux de cortisol de façon mesurable tant chez le chien que chez le propriétaire.,Emmenez le chien dans un parc ou un environnement naturel cette semaine.
it,11,19,Benessere emotivo e qualità della vita,benessere,Un comportamentalista può fare la differenza.,Problemi emotivi non gestiti aumentano lo stress cronico che aggrava l'infiammazione articolare.,Valuta una consulenza con un comportamentalista se ci sono problemi emotivi persistenti.
en,11,19,Emotional wellbeing and quality of life,wellbeing,A behaviourist can make the difference.,Unmanaged emotional problems increase chronic stress that worsens joint inflammation.,Consider a consultation with a behaviourist if there are persistent emotional problems.
de,11,19,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Ein Verhaltensspezialist kann den Unterschied machen.,Nicht bewältigte emotionale Probleme erhöhen chronischen Stress der Gelenkentzündungen verschlimmert.,Erwäge eine Beratung mit einem Verhaltensspezialisten wenn es anhaltende emotionale Probleme gibt.
fr,11,19,Bien-être émotionnel et qualité de vie,bien-être,Un comportementaliste peut faire la différence.,Les problèmes émotionnels non gérés augmentent le stress chronique qui aggrave l'inflammation articulaire.,Envisagez une consultation avec un comportementaliste s'il y a des problèmes émotionnels persistants.
it,11,20,Benessere emotivo e qualità della vita,benessere,Ogni momento con il cane è prezioso e irripetibile.,La consapevolezza del tempo che passa rende ogni interazione più significativa e intensa.,Sii pienamente presente durante le attività con il cane: telefono giù occhi su di lui.
en,11,20,Emotional wellbeing and quality of life,wellbeing,Every moment with the dog is precious and unrepeatable.,Awareness of passing time makes every interaction more meaningful and intense.,Be fully present during activities with the dog: phone down eyes on them.
de,11,20,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Jeder Moment mit dem Hund ist kostbar und unwiederholbar.,Das Bewusstsein der vergehenden Zeit macht jede Interaktion bedeutungsvoller und intensiver.,Sei bei Aktivitäten mit dem Hund vollständig präsent: Telefon runter Augen auf ihn.
fr,11,20,Bien-être émotionnel et qualité de vie,bien-être,Chaque moment avec le chien est précieux et irremplaçable.,La conscience du temps qui passe rend chaque interaction plus significative et intense.,Soyez pleinement présent lors des activités avec le chien: téléphone posé yeux sur lui.
it,11,21,Benessere emotivo e qualità della vita,benessere,Il cane è lo specchio emotivo della famiglia.,Il suo benessere emotivo riflette quello del nucleo familiare: un equilibrio condiviso fa bene a tutti.,Osserva come il cane reagisce alle diverse energie emotive in casa.
en,11,21,Emotional wellbeing and quality of life,wellbeing,The dog is the emotional mirror of the family.,Their emotional wellbeing reflects that of the family unit: a shared balance is good for everyone.,Observe how the dog reacts to the different emotional energies at home.
de,11,21,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Der Hund ist der emotionale Spiegel der Familie.,Sein emotionales Wohlbefinden spiegelt das der Familieneinheit wider: ein geteiltes Gleichgewicht ist gut für alle.,Beobachte wie der Hund auf die verschiedenen emotionalen Energien zu Hause reagiert.
fr,11,21,Bien-être émotionnel et qualité de vie,bien-être,Le chien est le miroir émotionnel de la famille.,Son bien-être émotionnel reflète celui du noyau familial: un équilibre partagé fait du bien à tous.,Observez comment le chien réagit aux différentes énergies émotionnelles à la maison.
it,11,22,Benessere emotivo e qualità della vita,benessere,I cani anziani amano la routine e la detestano spezzata.,Cambiamenti improvvisi stressano particolarmente i cani senior artrosici.,Mantieni la routine il più stabile possibile per il cane anziano o artrosico.
en,11,22,Emotional wellbeing and quality of life,wellbeing,Senior dogs love routine and hate having it broken.,Sudden changes particularly stress senior arthritic dogs.,Keep the routine as stable as possible for the elderly or arthritic dog.
de,11,22,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Senioren-Hunde lieben Routine und hassen es sie gebrochen zu sehen.,Plötzliche Veränderungen belasten besonders ältere arthritische Hunde.,Halte die Routine für den älteren oder arthritischen Hund so stabil wie möglich.
fr,11,22,Bien-être émotionnel et qualité de vie,bien-être,Les chiens âgés aiment la routine et détestent qu'elle soit brisée.,Les changements soudains stressent particulièrement les chiens seniors arthritiques.,Maintenez la routine aussi stable que possible pour le chien âgé ou arthritique.
it,11,23,Benessere emotivo e qualità della vita,prevenzione,Un cane sano e felice è un cane che invecchia meglio.,Il benessere emotivo nella giovinezza costruisce resilienza per le sfide della vecchiaia.,Investi nel benessere emotivo del cane sano: non aspettare che i problemi arrivino.
en,11,23,Emotional wellbeing and quality of life,prevention,A healthy and happy dog is a dog that ages better.,Emotional wellbeing in youth builds resilience for the challenges of old age.,Invest in the emotional wellbeing of the healthy dog: do not wait for problems to arrive.
de,11,23,Emotionales Wohlbefinden und Lebensqualität,Prävention,Ein gesunder und glücklicher Hund ist ein Hund der besser altert.,Emotionales Wohlbefinden in der Jugend baut Resilienz für die Herausforderungen des Alters auf.,Investiere in das emotionale Wohlbefinden des gesunden Hundes: warte nicht bis Probleme kommen.
fr,11,23,Bien-être émotionnel et qualité de vie,prévention,Un chien sain et heureux est un chien qui vieillit mieux.,Le bien-être émotionnel dans la jeunesse construit la résilience pour les défis de la vieillesse.,Investissez dans le bien-être émotionnel du chien sain: n'attendez pas que les problèmes arrivent.
it,11,24,Benessere emotivo e qualità della vita,benessere,Il benessere emotivo si cura come quello fisico.,La salute mentale del cane merita la stessa attenzione di quella corporea.,Dedica oggi attenzione specifica al benessere emotivo del tuo cane.
en,11,24,Emotional wellbeing and quality of life,wellbeing,Emotional wellbeing is cared for like physical wellbeing.,The dog's mental health deserves the same attention as their physical health.,Dedicate specific attention to your dog's emotional wellbeing today.
de,11,24,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Emotionales Wohlbefinden wird wie körperliches gepflegt.,Die psychische Gesundheit des Hundes verdient die gleiche Aufmerksamkeit wie die körperliche.,Widme heute der emotionalen Gesundheit deines Hundes besondere Aufmerksamkeit.
fr,11,24,Bien-être émotionnel et qualité de vie,bien-être,Le bien-être émotionnel se soigne comme le physique.,La santé mentale du chien mérite la même attention que sa santé corporelle.,Consacrez aujourd'hui une attention spécifique au bien-être émotionnel de votre chien.
it,11,25,Benessere emotivo e qualità della vita,benessere,La resilienza del cane artrosico è fonte di ispirazione.,I cani si adattano alle sfide con una grazia straordinaria che ci insegna molto.,Lasciati ispirare dalla resilienza del tuo cane di fronte alle difficoltà quotidiane.
en,11,25,Emotional wellbeing and quality of life,wellbeing,The resilience of the arthritic dog is a source of inspiration.,Dogs adapt to challenges with extraordinary grace that teaches us a great deal.,Let yourself be inspired by your dog's resilience in the face of daily difficulties.
de,11,25,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Die Resilienz des arthritischen Hundes ist eine Inspirationsquelle.,Hunde passen sich mit außerordentlicher Anmut an Herausforderungen an die uns viel lehrt.,Lass dich von der Resilienz deines Hundes angesichts täglicher Schwierigkeiten inspirieren.
fr,11,25,Bien-être émotionnel et qualité de vie,bien-être,La résilience du chien arthritique est une source d'inspiration.,Les chiens s'adaptent aux défis avec une grâce extraordinaire qui nous enseigne beaucoup.,Laissez-vous inspirer par la résilience de votre chien face aux difficultés quotidiennes.
it,11,26,Benessere emotivo e qualità della vita,benessere,Il benessere è un diritto fondamentale del cane.,Come tutori abbiamo la responsabilità e il privilegio di garantirlo ogni giorno.,Rifletti oggi su cosa puoi migliorare concretamente nel benessere del tuo cane.
en,11,26,Emotional wellbeing and quality of life,wellbeing,Wellbeing is a fundamental right of the dog.,As owners we have the responsibility and the privilege of guaranteeing it every day.,Reflect today on what you can concretely improve in your dog's wellbeing.
de,11,26,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Wohlbefinden ist ein grundlegendes Recht des Hundes.,Als Besitzer haben wir die Verantwortung und das Privileg es jeden Tag zu gewährleisten.,Reflektiere heute was du konkret im Wohlbefinden deines Hundes verbessern kannst.
fr,11,26,Bien-être émotionnel et qualité de vie,bien-être,Le bien-être est un droit fondamental du chien.,En tant que propriétaires nous avons la responsabilité et le privilège de le garantir chaque jour.,Réfléchissez aujourd'hui à ce que vous pouvez améliorer concrètement dans le bien-être de votre chien.
it,11,27,Benessere emotivo e qualità della vita,benessere,Ogni cane merita di vivere ogni giorno al meglio.,Con l'artrosi ben gestita e il benessere emotivo curato questo è pienamente possibile.,Scegli oggi una cosa concreta per migliorare la qualità della vita del tuo cane.
en,11,27,Emotional wellbeing and quality of life,wellbeing,Every dog deserves to live every day at their best.,With well-managed arthritis and cared-for emotional wellbeing this is fully possible.,Choose one concrete thing today to improve your dog's quality of life.
de,11,27,Emotionales Wohlbefinden und Lebensqualität,Wohlbefinden,Jeder Hund verdient es jeden Tag bestmöglich zu leben.,Mit gut behandelter Arthritis und gepflegtem emotionalem Wohlbefinden ist dies vollständig möglich.,Wähle heute eine konkrete Sache um die Lebensqualität deines Hundes zu verbessern.
fr,11,27,Bien-être émotionnel et qualité de vie,bien-être,Chaque chien mérite de vivre chaque jour au mieux.,Avec une arthrose bien gérée et un bien-être émotionnel soigné c'est pleinement possible.,Choisissez aujourd'hui une chose concrète pour améliorer la qualité de vie de votre chien.
it,11,28,Benessere emotivo e qualità della vita,prevenzione,Costruire benessere emotivo da giovani è prevenzione profonda.,Un cane emotivamente equilibrato affronta meglio le sfide fisiche della vecchiaia.,Inizia a costruire oggi un solido benessere emotivo nel tuo cane giovane e sano.
en,11,28,Emotional wellbeing and quality of life,prevention,Building emotional wellbeing from a young age is deep prevention.,An emotionally balanced dog faces the physical challenges of old age better.,Start building solid emotional wellbeing in your young healthy dog today.
de,11,28,Emotionales Wohlbefinden und Lebensqualität,Prävention,Emotionales Wohlbefinden von jung an aufzubauen ist tiefe Prävention.,Ein emotional ausgeglichener Hund begegnet den körperlichen Herausforderungen des Alters besser.,Beginne heute solides emotionales Wohlbefinden in deinem jungen gesunden Hund aufzubauen.
fr,11,28,Bien-être émotionnel et qualité de vie,prévention,Construire le bien-être émotionnel dès le jeune âge est une prévention profonde.,Un chien émotionnellement équilibré affronte mieux les défis physiques de la vieillesse.,Commencez à construire aujourd'hui un solide bien-être émotionnel dans votre jeune chien sain.
it,11,29,Benessere emotivo e qualità della vita,benessere,Il tempo scorre: ogni giorno con il cane è un dono.,Vivere pienamente il presente con lui è la forma di amore più concreta.,Dedica oggi del tempo di qualità puro al tuo cane senza distrazioni.
