language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
de,7,22,Rassen und gezielte Prävention,Prävention,Der Dysplasietest ist ein Geschenk für die Zukunft des Hundes.,Es früh zu machen ermöglicht eine bessere Planung des Lebens und der Prävention des Hundes.,Buche Dysplasietests mit dem Tierarzt innerhalb des zweiten Lebensjahres.
fr,7,22,Races et prévention ciblée,prévention,Le test de dysplasie est un cadeau pour l'avenir du chien.,Le faire tôt permet de mieux planifier la vie et la prévention du chien.,Réservez les tests de dysplasie avec le vétérinaire dans la deuxième année de vie.
it,7,23,Razze e prevenzione mirata,prevenzione,L'allevamento responsabile riduce la malattia nel tempo.,Supportare allevatori che testano i riproduttori migliora la salute delle generazioni future.,Scegli sempre allevatori che pubblicano i risultati dei test di salute.
en,7,23,Breeds and targeted prevention,prevention,Responsible breeding reduces disease over time.,Supporting breeders who test their breeding animals improves the health of future generations.,Always choose breeders who publish the results of health tests.
de,7,23,Rassen und gezielte Prävention,Prävention,Verantwortungsvolle Zucht reduziert Krankheit mit der Zeit.,Züchter zu unterstützen die ihre Zuchttiere testen verbessert die Gesundheit zukünftiger Generationen.,Wähle immer Züchter die die Ergebnisse von Gesundheitstests veröffentlichen.
fr,7,23,Races et prévention ciblée,prévention,L'élevage responsable réduit la maladie dans le temps.,Soutenir les éleveurs qui testent leurs reproducteurs améliore la santé des générations futures.,Choisissez toujours des éleveurs qui publient les résultats des tests de santé.
it,7,24,Razze e prevenzione mirata,prevenzione,Il profilo di rischio cambia con l'età del cane.,Un giovane e un anziano della stessa razza hanno bisogni preventivi diversi.,Adatta il piano preventivo all'età e alla fase di vita del tuo cane.
en,7,24,Breeds and targeted prevention,prevention,The risk profile changes with the dog's age.,A young and an elderly dog of the same breed have different preventive needs.,Adapt the preventive plan to the age and life stage of your dog.
de,7,24,Rassen und gezielte Prävention,Prävention,Das Risikoprofil ändert sich mit dem Alter des Hundes.,Ein junger und ein älterer Hund der gleichen Rasse haben unterschiedliche Präventionsbedürfnisse.,Passe den Präventionsplan an Alter und Lebensphase deines Hundes an.
fr,7,24,Races et prévention ciblée,prévention,Le profil de risque change avec l'âge du chien.,Un jeune et un âgé de la même race ont des besoins préventifs différents.,Adaptez le plan préventif à l'âge et à la phase de vie de votre chien.
it,7,25,Razze e prevenzione mirata,prevenzione,La longevità della razza orienta la prevenzione.,Le razze a vita breve richiedono prevenzione più precoce e più intensa.,Conosci la longevità media della tua razza e adatta la prevenzione di conseguenza.
en,7,25,Breeds and targeted prevention,prevention,Breed longevity guides prevention.,Short-lived breeds require earlier and more intense prevention.,Know the average longevity of your breed and adapt prevention accordingly.
de,7,25,Rassen und gezielte Prävention,Prävention,Rassenlebenserwartung leitet die Prävention.,Kurzlebige Rassen erfordern frühere und intensivere Prävention.,Kenne die durchschnittliche Lebenserwartung deiner Rasse und passe die Prävention entsprechend an.
fr,7,25,Races et prévention ciblée,prévention,La longévité de la race guide la prévention.,Les races à vie courte nécessitent une prévention plus précoce et plus intense.,Connaissez la longévité moyenne de votre race et adaptez la prévention en conséquence.
it,7,26,Razze e prevenzione mirata,gestione,Il bernese di montagna ha alta incidenza di artrosi.,La tripletta displasia-artrosi-tumori rende la prevenzione precocissima indispensabile.,Per il bernese avvia un piano preventivo articolare già a 4-6 mesi.
en,7,26,Breeds and targeted prevention,management,The Bernese mountain dog has high arthritis incidence.,The triad of dysplasia-arthritis-tumours makes very early prevention indispensable.,For the Bernese start a joint preventive plan already at 4-6 months.
de,7,26,Rassen und gezielte Prävention,Management,Der Berner Sennenhund hat eine hohe Arthritis-Inzidenz.,Das Trio Dysplasie-Arthritis-Tumoren macht früheste Prävention unentbehrlich.,Für den Berner starte bereits mit 4-6 Monaten einen Gelenkpräventionsplan.
fr,7,26,Races et prévention ciblée,gestion,Le bouvier bernois a une haute incidence d'arthrose.,La triade dysplasie-arthrose-tumeurs rend la prévention très précoce indispensable.,Pour le bouvier bernois démarrez un plan préventif articulaire dès 4-6 mois.
it,7,27,Razze e prevenzione mirata,prevenzione,Ogni razza ha il suo specialista di riferimento.,Esistono veterinari con esperienza specifica su certe razze: trovarli fa la differenza.,Cerca un veterinario con esperienza nella tua razza specifica per la prevenzione.
en,7,27,Breeds and targeted prevention,prevention,Every breed has its reference specialist.,There are vets with specific experience in certain breeds: finding them makes a difference.,Look for a vet with experience in your specific breed for prevention.
de,7,27,Rassen und gezielte Prävention,Prävention,Jede Rasse hat ihren Referenzspezialisten.,Es gibt Tierärzte mit spezifischer Erfahrung bei bestimmten Rassen: sie zu finden macht den Unterschied.,Suche einen Tierarzt mit Erfahrung in deiner spezifischen Rasse für die Prävention.
fr,7,27,Races et prévention ciblée,prévention,Chaque race a son spécialiste de référence.,Il existe des vétérinaires avec une expérience spécifique sur certaines races: les trouver fait la différence.,Cherchez un vétérinaire avec de l'expérience dans votre race spécifique pour la prévention.
it,7,28,Razze e prevenzione mirata,prevenzione,I club di razza sono una risorsa preziosa.,Associazioni e club offrono informazioni aggiornate sulla salute specifica della razza.,Iscriviti o consulta il club di razza per informazioni sulla salute articolare.
en,7,28,Breeds and targeted prevention,prevention,Breed clubs are a precious resource.,Associations and clubs offer updated information on breed-specific health.,Join or consult the breed club for information on joint health.
de,7,28,Rassen und gezielte Prävention,Prävention,Rassenclubs sind eine wertvolle Ressource.,Vereine und Clubs bieten aktuelle Informationen zur rassenspezifischen Gesundheit.,Tritt dem Rassenclub bei oder konsultiere ihn für Informationen zur Gelenkgesundheit.
fr,7,28,Races et prévention ciblée,prévention,Les clubs de race sont une ressource précieuse.,Les associations et clubs offrent des informations actualisées sur la santé spécifique à la race.,Adhérez ou consultez le club de race pour des informations sur la santé articulaire.
it,7,29,Razze e prevenzione mirata,prevenzione,La prevenzione mirata è la forma più intelligente di cura.,Conoscere i rischi specifici e agire prima fa risparmiare sofferenza e costi.,Costruisci oggi un piano preventivo personalizzato per la tua razza con il vet.
en,7,29,Breeds and targeted prevention,prevention,Targeted prevention is the smartest form of care.,Knowing specific risks and acting before saves suffering and costs.,Build a personalised preventive plan for your breed with the vet today.
de,7,29,Rassen und gezielte Prävention,Prävention,Gezielte Prävention ist die klügste Form der Fürsorge.,Spezifische Risiken zu kennen und vorher zu handeln spart Leiden und Kosten.,Erstelle heute mit dem Tierarzt einen personalisierten Präventionsplan für deine Rasse.
fr,7,29,Races et prévention ciblée,prévention,La prévention ciblée est la forme de soin la plus intelligente.,Connaître les risques spécifiques et agir avant économise souffrance et coûts.,Construisez aujourd'hui un plan préventif personnalisé pour votre race avec le vétérinaire.
it,7,30,Razze e prevenzione mirata,prevenzione,Un mese sulle razze ha dato strumenti preziosi e concreti.,Conoscere il rischio specifico della propria razza è la base di ogni prevenzione efficace.,Riassumi ciò che hai imparato sulla tua razza e pianifica le prossime azioni.
en,7,30,Breeds and targeted prevention,prevention,A month on breeds has given precious and concrete tools.,Knowing the specific risk of your breed is the foundation of every effective prevention.,Summarise what you have learned about your breed and plan the next actions.
de,7,30,Rassen und gezielte Prävention,Prävention,Ein Monat über Rassen hat wertvolle und konkrete Werkzeuge gegeben.,Das spezifische Risiko der eigenen Rasse zu kennen ist die Grundlage jeder wirksamen Prävention.,Fasse zusammen was du über deine Rasse gelernt hast und plane die nächsten Schritte.
fr,7,30,Races et prévention ciblée,prévention,Un mois sur les races a donné des outils précieux et concrets.,Connaître le risque spécifique de sa race est la base de toute prévention efficace.,Résumez ce que vous avez appris sur votre race et planifiez les prochaines actions.
