language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
it,4,4,Ambiente e comfort,prevenzione,Il pavimento scivoloso è un rischio silenzioso.,Cadere o scivolare causa microlesioni articolari anche nel cane sano: prevenire è semplice e poco costoso.,Metti dei tappeti antiscivolo nei corridoi e nei punti di passaggio abituali.
en,4,4,Environment and comfort,prevention,Slippery floor is a silent risk.,Falling or sliding causes joint micro-injuries even in healthy dogs: preventing it is simple and inexpensive.,Put non-slip rugs in the corridors and usual passageways.
de,4,4,Umgebung und Komfort,Prävention,Rutschiger Boden ist ein stilles Risiko.,Fallen oder Rutschen verursacht Gelenk-Mikroläsionen auch bei gesunden Hunden: es zu verhindern ist einfach und kostengünstig.,Lege rutschfeste Teppiche in den Fluren und auf den üblichen Wegen.
fr,4,4,Environnement et confort,prévention,Le sol glissant est un risque silencieux.,Glisser ou tomber cause des micro-lésions articulaires même chez le chien sain: le prévenir est simple et peu coûteux.,Posez des tapis antidérapants dans les couloirs et les passages habituels.
it,4,5,Ambiente e comfort,ambiente,Il caldo è amico delle articolazioni.,Il calore aiuta a ridurre la rigidità mattutina nel cane artrosico: posiziona il giaciglio in modo strategico.,Tieni il letto del cane lontano da correnti d'aria e superfici fredde.
en,4,5,Environment and comfort,environment,Heat is a friend of the joints.,Warmth helps reduce morning stiffness in the arthritic dog: position the bed strategically.,Keep the dog's bed away from draughts and cold surfaces.
de,4,5,Umgebung und Komfort,Umgebung,Wärme ist ein Freund der Gelenke.,Wärme hilft morgendliche Steifheit beim arthritischen Hund zu reduzieren: positioniere das Lager strategisch.,Halte das Hundebett von Luftzügen und kalten Oberflächen fern.
fr,4,5,Environnement et confort,environnement,La chaleur est amie des articulations.,La chaleur aide à réduire la raideur matinale chez le chien arthritique: positionnez le couchage stratégiquement.,Gardez le lit du chien à l'abri des courants d'air et des surfaces froides.
it,4,6,Ambiente e comfort,ambiente,L'umidità peggiora i sintomi articolari.,Un ambiente secco e temperato aiuta il benessere del cane artrosico soprattutto nei mesi invernali.,Considera un deumidificatore nei locali dove dorme il cane.
en,4,6,Environment and comfort,environment,Humidity worsens joint symptoms.,A dry and temperate environment helps the arthritic dog's wellbeing especially in winter months.,Consider a dehumidifier in the rooms where the dog sleeps.
de,4,6,Umgebung und Komfort,Umgebung,Feuchtigkeit verschlimmert Gelenksymptome.,Eine trockene und gemäßigte Umgebung hilft dem Wohlbefinden des arthritischen Hundes besonders in Wintermonaten.,Erwäge einen Luftentfeuchter in den Räumen wo der Hund schläft.
fr,4,6,Environnement et confort,environnement,L'humidité aggrave les symptômes articulaires.,Un environnement sec et tempéré aide le bien-être du chien arthritique surtout en hiver.,Envisagez un déshumidificateur dans les pièces où le chien dort.
it,4,7,Ambiente e comfort,ambiente,Una coperta calda è terapia a costo zero.,Il calore notturno riduce la rigidità mattutina e migliora la qualità del riposo articolare.,Aggiungi una coperta morbida al giaciglio nelle sere fredde.
en,4,7,Environment and comfort,environment,A warm blanket is zero-cost therapy.,Nightly warmth reduces morning stiffness and improves joint rest quality.,Add a soft blanket to the bed on cold evenings.
de,4,7,Umgebung und Komfort,Umgebung,Eine warme Decke ist Therapie zum Nulltarif.,Nächtliche Wärme reduziert morgendliche Steifheit und verbessert die Qualität der Gelenkruhe.,Füge in kalten Abenden eine weiche Decke zum Lager hinzu.
fr,4,7,Environnement et confort,environnement,Une couverture chaude est une thérapie à coût zéro.,La chaleur nocturne réduit la raideur matinale et améliore la qualité du repos articulaire.,Ajoutez une couverture douce au couchage les soirs froids.
it,4,8,Ambiente e comfort,prevenzione,L'accesso all'esterno deve essere sempre comodo.,Gradini ripidi all'ingresso aumentano lo stress articolare giorno dopo giorno anche nel cane sano.,Valuta una rampa o un gradino intermedio per l'uscita di casa.
en,4,8,Environment and comfort,prevention,Access to the outside must always be comfortable.,Steep steps at the entrance increase joint stress day after day even in the healthy dog.,Consider a ramp or an intermediate step for the house exit.
de,4,8,Umgebung und Komfort,Prävention,Der Zugang nach draußen muss immer bequem sein.,Steile Stufen am Eingang erhöhen den Gelenkstress Tag für Tag auch beim gesunden Hund.,Erwäge eine Rampe oder eine Zwischenstufe für den Hausausgang.
fr,4,8,Environnement et confort,prévention,L'accès à l'extérieur doit toujours être confortable.,Des marches raides à l'entrée augmentent le stress articulaire jour après jour même chez le chien sain.,Envisagez une rampe ou une marche intermédiaire pour la sortie de la maison.
it,4,9,Ambiente e comfort,ambiente,Avere un posto fisso rassicura il cane.,La stabilità dello spazio riduce l'ansia e lo stress cronico che aggrava i sintomi articolari.,Assegna un angolo dedicato e stabile al tuo cane nella stanza principale.
en,4,9,Environment and comfort,environment,Having a fixed spot reassures the dog.,Stability of space reduces anxiety and chronic stress that worsens joint symptoms.,Assign a dedicated stable corner to your dog in the main room.
de,4,9,Umgebung und Komfort,Umgebung,Einen festen Platz zu haben beruhigt den Hund.,Raumstabilität reduziert Angst und chronischen Stress der Gelenksymptome verschlimmert.,Weise deinem Hund eine dedizierte stabile Ecke im Hauptraum zu.
fr,4,9,Environnement et confort,environnement,Avoir un endroit fixe rassure le chien.,La stabilité de l'espace réduit l'anxiété et le stress chronique qui aggrave les symptômes articulaires.,Attribuez un coin dédié et stable à votre chien dans la pièce principale.
it,4,10,Ambiente e comfort,ambiente,La temperatura ideale in casa è tra 18 e 22 gradi.,Il freddo eccessivo aumenta la rigidità articolare specialmente nelle ore notturne.,Regola il riscaldamento nei mesi freddi per mantenere questa fascia di temperatura.
en,4,10,Environment and comfort,environment,The ideal indoor temperature is between 18 and 22 degrees.,Excessive cold increases joint stiffness especially during night hours.,Adjust heating in cold months to maintain this temperature range.
de,4,10,Umgebung und Komfort,Umgebung,Die ideale Innentemperatur liegt zwischen 18 und 22 Grad.,Übermäßige Kälte erhöht die Gelenksteifheit besonders in den Nachtstunden.,Reguliere die Heizung in kalten Monaten um diesen Temperaturbereich aufrechtzuerhalten.
fr,4,10,Environnement et confort,environnement,La température intérieure idéale est entre 18 et 22 degrés.,Un froid excessif augmente la raideur articulaire surtout pendant les heures nocturnes.,Réglez le chauffage en mois froids pour maintenir cette plage de température.
it,4,11,Ambiente e comfort,ambiente,Il giaciglio ortopedico non è un lusso.,Per il cane anziano o artrosico è una necessità medica: il risparmio sul letto si paga in visite veterinarie.,Considera un letto in memory foam specifico per cani.
en,4,11,Environment and comfort,environment,The orthopaedic bed is not a luxury.,For the elderly or arthritic dog it is a medical necessity: saving on the bed is paid back in vet bills.,Consider a memory foam bed specifically for dogs.
de,4,11,Umgebung und Komfort,Umgebung,Das orthopädische Bett ist kein Luxus.,Für den älteren oder arthritischen Hund ist es eine medizinische Notwendigkeit: Sparen beim Bett wird mit Tierarztrechnungen bezahlt.,Erwäge ein Memory-Foam-Bett speziell für Hunde.
fr,4,11,Environnement et confort,environnement,Le lit orthopédique n'est pas un luxe.,Pour le chien âgé ou arthritique c'est une nécessité médicale: économiser sur le lit se paye en factures vétérinaires.,Envisagez un lit en mousse à mémoire spécifique pour chiens.
it,4,12,Ambiente e comfort,prevenzione,La vasca da bagno è un ostacolo da gestire.,Entrare e uscire dalla vasca crea stress articolare ripetuto: intervenire prima che diventi un problema.,Usa una pedana antiscivolo e aiuta il cane durante il bagno.
en,4,12,Environment and comfort,prevention,The bathtub is an obstacle to manage.,Getting in and out of the tub creates repeated joint stress: address it before it becomes a problem.,Use a non-slip mat and help the dog during bath time.
de,4,12,Umgebung und Komfort,Prävention,Die Badewanne ist ein zu bewältigendes Hindernis.,In die Wanne ein- und auszusteigen schafft wiederholten Gelenkstress: es angehen bevor es ein Problem wird.,Benutze eine rutschfeste Matte und hilf dem Hund beim Baden.
fr,4,12,Environnement et confort,prévention,La baignoire est un obstacle à gérer.,Entrer et sortir de la baignoire crée un stress articulaire répété: y remédier avant que ça devienne un problème.,Utilisez un tapis antidérapant et aidez le chien pendant le bain.
it,4,13,Ambiente e comfort,ambiente,Uno stimolo mentale riduce il dolore percepito.,Puzzle giochi di ricerca e attività cognitive distraggono dal dolore cronico e migliorano l'umore.,Proponi oggi un gioco di fiuto o un puzzle alimentare al tuo cane.
en,4,13,Environment and comfort,environment,Mental stimulation reduces perceived pain.,Puzzles search games and cognitive activities distract from chronic pain and improve mood.,Offer your dog a scent game or food puzzle today.
de,4,13,Umgebung und Komfort,Umgebung,Mentale Stimulation reduziert den wahrgenommenen Schmerz.,Puzzle Suchspiele und kognitive Aktivitäten lenken vom chronischen Schmerz ab und verbessern die Stimmung.,Biete deinem Hund heute ein Schnüffelspiel oder Futterrätsel an.
fr,4,13,Environnement et confort,environnement,La stimulation mentale réduit la douleur perçue.,Les puzzles les jeux de recherche et les activités cognitives distraient de la douleur chronique et améliorent l'humeur.,Proposez à votre chien un jeu de flair ou un puzzle alimentaire aujourd'hui.
it,4,14,Ambiente e comfort,prevenzione,La casa dei cuccioli deve essere sicura fin dall'inizio.,Prevenire infortuni da giovani protegge le articolazioni per tutta la vita.,Proteggi le zone scivolose e i salti pericolosi prima che il cucciolo cresca.
en,4,14,Environment and comfort,prevention,The puppy's home must be safe from the start.,Preventing injuries when young protects the joints for life.,Protect slippery areas and dangerous jumps before the puppy grows.
de,4,14,Umgebung und Komfort,Prävention,Das Zuhause der Welpen muss von Anfang an sicher sein.,Verletzungen in der Jugend zu verhindern schützt die Gelenke fürs Leben.,Schütze rutschige Bereiche und gefährliche Sprünge bevor der Welpe groß wird.
fr,4,14,Environnement et confort,prévention,La maison du chiot doit être sécurisée dès le départ.,Prévenir les blessures dès la jeunesse protège les articulations pour toute la vie.,Protégez les zones glissantes et les sauts dangereux avant que le chiot grandisse.
it,4,15,Ambiente e comfort,ambiente,Il calore locale sulle articolazioni dà sollievo.,Una borsa dell'acqua calda o una coperta termica aiuta nelle giornate di maggiore rigidità.,Applica calore delicato sulle zone dolenti per 10-15 minuti con supervisione.
en,4,15,Environment and comfort,environment,Local heat on the joints gives relief.,A hot water bottle or thermal blanket helps on days of greater stiffness.,Apply gentle heat to sore areas for 10-15 minutes with supervision.
de,4,15,Umgebung und Komfort,Umgebung,Lokale Wärme auf den Gelenken gibt Erleichterung.,Eine Wärmflasche oder eine Thermodecke hilft an Tagen mit größerer Steifheit.,Wende sanfte Wärme für 10-15 Minuten unter Aufsicht auf schmerzende Stellen an.
fr,4,15,Environnement et confort,environnement,La chaleur locale sur les articulations apporte du soulagement.,Une bouillotte ou une couverture thermique aide les jours de plus grande raideur.,Appliquez une chaleur douce sur les zones douloureuses pendant 10-15 minutes avec supervision.
it,4,16,Ambiente e comfort,prevenzione,Il letto in memory foam è ottimo per tutti.,Si adatta al corpo distribuisce il peso uniformemente: ideale per la prevenzione nei cani in salute.,Cerca un giaciglio in memory foam adatto alla taglia del tuo cane.
en,4,16,Environment and comfort,prevention,The memory foam bed is great for everyone.,It adapts to the body and distributes weight evenly: ideal for prevention in healthy dogs.,Look for a memory foam bed suited to your dog's size.
de,4,16,Umgebung und Komfort,Prävention,Das Memory-Foam-Bett ist für alle toll.,Es passt sich dem Körper an und verteilt das Gewicht gleichmäßig: ideal zur Prävention bei gesunden Hunden.,Suche nach einem Memory-Foam-Bett das zur Größe deines Hundes passt.
fr,4,16,Environnement et confort,prévention,Le lit en mousse à mémoire est excellent pour tous.,Il s'adapte au corps et distribue le poids uniformément: idéal pour la prévention chez les chiens sains.,Cherchez un couchage en mousse à mémoire adapté à la taille de votre chien.
it,4,17,Ambiente e comfort,ambiente,La posizione del letto rispetto al calore conta.,Né troppo vicino né troppo lontano dalla fonte di riscaldamento: trova l'equilibrio ideale.,Osserva dove si sdraia il cane spontaneamente: ti dice dove si sente meglio.
en,4,17,Environment and comfort,environment,The position of the bed relative to heat matters.,Neither too close nor too far from the heat source: find the ideal balance.,Observe where the dog lies down spontaneously: it tells you where they feel best.
de,4,17,Umgebung und Komfort,Umgebung,Die Position des Bettes in Bezug auf die Wärme zählt.,Weder zu nah noch zu weit von der Wärmequelle: finde das ideale Gleichgewicht.,Beobachte wo der Hund spontan liegt: es sagt dir wo er sich am besten fühlt.
fr,4,17,Environnement et confort,environnement,La position du lit par rapport à la chaleur compte.,Ni trop proche ni trop éloigné de la source de chaleur: trouvez l'équilibre idéal.,Observez où le chien se couche spontanément: cela vous dit où il se sent le mieux.
it,4,18,Ambiente e comfort,prevenzione,L'auto è un ostacolo quotidiano da non sottovalutare.,Saltare dentro e fuori dall'auto accumula microtraumi articolari nel tempo anche nel cane giovane.,Usa un pratico scalino o una rampa per l'auto fin da subito.
en,4,18,Environment and comfort,prevention,The car is a daily obstacle not to underestimate.,Jumping in and out of the car accumulates joint micro-traumas over time even in young dogs.,Use a convenient step or ramp for the car right from the start.
de,4,18,Umgebung und Komfort,Prävention,Das Auto ist ein tägliches Hindernis das man nicht unterschätzen sollte.,In das Auto ein- und auszuspringen akkumuliert mit der Zeit Gelenk-Mikrotraumen auch bei jungen Hunden.,Benutze von Anfang an eine praktische Stufe oder Rampe für das Auto.
fr,4,18,Environnement et confort,prévention,La voiture est un obstacle quotidien à ne pas sous-estimer.,Sauter dedans et dehors de la voiture accumule des micro-traumatismes articulaires dans le temps même chez le jeune chien.,Utilisez dès le départ un marchepied ou une rampe pour la voiture.
it,4,19,Ambiente e comfort,ambiente,Un ambiente confortevole riduce l'ansia.,Lo stress cronico aggrava l'infiammazione articolare: un cane sereno soffre meno.,Osserva se ci sono fonti di stress in casa e cerca di ridurle.
en,4,19,Environment and comfort,environment,A comfortable environment reduces anxiety.,Chronic stress worsens joint inflammation: a serene dog suffers less.,Observe if there are sources of stress at home and try to reduce them.
de,4,19,Umgebung und Komfort,Umgebung,Eine komfortable Umgebung reduziert Angst.,Chronischer Stress verschlimmert Gelenkentzündungen: ein gelassener Hund leidet weniger.,Beobachte ob es Stressquellen zu Hause gibt und versuche sie zu reduzieren.
fr,4,19,Environnement et confort,environnement,Un environnement confortable réduit l'anxiété.,Le stress chronique aggrave l'inflammation articulaire: un chien serein souffre moins.,Observez s'il y a des sources de stress à la maison et essayez de les réduire.
it,4,20,Ambiente e comfort,ambiente,La pulizia del giaciglio è igiene e rispetto.,Un letto pulito riduce il rischio di infezioni cutanee e mantiene il comfort termico.,Lava il giaciglio del cane almeno una volta a settimana.
en,4,20,Environment and comfort,environment,Cleaning the bed is hygiene and respect.,A clean bed reduces the risk of skin infections and maintains thermal comfort.,Wash the dog's bed at least once a week.
de,4,20,Umgebung und Komfort,Umgebung,Das Lager zu reinigen ist Hygiene und Respekt.,Ein sauberes Bett reduziert das Infektionsrisiko und erhält den Wärmekomfort.,Wasche das Hundebett mindestens einmal pro Woche.
fr,4,20,Environnement et confort,environnement,Nettoyer le couchage c'est de l'hygiène et du respect.,Un lit propre réduit le risque d'infections cutanées et maintient le confort thermique.,Lavez le couchage du chien au moins une fois par semaine.
it,4,21,Ambiente e comfort,prevenzione,Ridurre il rumore aiuta corpo e articolazioni.,Lo stress acustico cronico aumenta il cortisolo che alimenta l'infiammazione articolare.,Riduci le fonti di rumore forte nell'ambiente dove vive il cane.
en,4,21,Environment and comfort,prevention,Reducing noise helps body and joints.,Chronic acoustic stress increases cortisol which feeds joint inflammation.,Reduce sources of loud noise in the environment where the dog lives.
de,4,21,Umgebung und Komfort,Prävention,Lärm zu reduzieren hilft Körper und Gelenken.,Chronischer akustischer Stress erhöht Cortisol das Gelenkentzündungen nährt.,Reduziere Quellen lauter Geräusche in der Umgebung wo der Hund lebt.
fr,4,21,Environnement et confort,prévention,Réduire le bruit aide le corps et les articulations.,Le stress acoustique chronique augmente le cortisol qui alimente l'inflammation articulaire.,Réduisez les sources de bruit fort dans l'environnement où vit le chien.
it,4,22,Ambiente e comfort,prevenzione,I cani che vivono fuori hanno bisogno di riparo adeguato.,Freddo e umidità notturni accelerano il deterioramento delle cartilagini anche nei cani giovani.,Assicura una cuccia isolata riscaldata e sollevata da terra per i cani outdoor.
en,4,22,Environment and comfort,prevention,Dogs that live outside need adequate shelter.,Night cold and humidity accelerate cartilage deterioration even in young dogs.,Provide an insulated heated and raised kennel for outdoor dogs.
de,4,22,Umgebung und Komfort,Prävention,Hunde die draußen leben brauchen angemessenen Schutz.,Nächtliche Kälte und Feuchtigkeit beschleunigen den Knorpelabbau auch bei jungen Hunden.,Sorge für eine isolierte beheizte und vom Boden erhobene Außenhütte für Outdoor-Hunde.
fr,4,22,Environnement et confort,prévention,Les chiens qui vivent dehors ont besoin d'un abri adéquat.,Le froid et l'humidité nocturnes accélèrent la dégradation du cartilage même chez les jeunes chiens.,Assurez une niche isolée chauffée et surélevée du sol pour les chiens d'extérieur.
it,4,23,Ambiente e comfort,ambiente,I giocattoli accessibili migliorano la qualità della vita.,Non costringere il cane a raggiungere posti alti o scomodi per i suoi oggetti preferiti.,Posiziona giocattoli e oggetti preferiti a un'altezza raggiungibile senza sforzo.
en,4,23,Environment and comfort,environment,Accessible toys improve quality of life.,Do not force the dog to reach high or uncomfortable places for their favourite objects.,Position toys and favourite objects at a height reachable without effort.
de,4,23,Umgebung und Komfort,Umgebung,Zugängliches Spielzeug verbessert die Lebensqualität.,Zwinge den Hund nicht hohe oder unbequeme Stellen für seine Lieblingsobjekte zu erreichen.,Positioniere Spielzeug und Lieblingsobjekte auf einer mühelos erreichbaren Höhe.
fr,4,23,Environnement et confort,environnement,Les jouets accessibles améliorent la qualité de vie.,Ne forcez pas le chien à atteindre des endroits hauts ou inconfortables pour ses objets préférés.,Positionnez jouets et objets préférés à une hauteur atteignable sans effort.
it,4,24,Ambiente e comfort,prevenzione,La luce naturale è prevenzione a costo zero.,L'esposizione alla luce solare aiuta la produzione di vitamina D fondamentale per ossa e cartilagini.,Assicura al tuo cane accesso regolare alla luce solare durante il giorno.
en,4,24,Environment and comfort,prevention,Natural light is zero-cost prevention.,Exposure to sunlight helps produce vitamin D which is fundamental for bones and cartilage.,Ensure your dog has regular access to sunlight during the day.
de,4,24,Umgebung und Komfort,Prävention,Natürliches Licht ist Prävention zum Nulltarif.,Sonnenlichtexposition hilft Vitamin D zu produzieren das für Knochen und Knorpel grundlegend ist.,Stelle sicher dass dein Hund tagsüber regelmäßigen Zugang zu Sonnenlicht hat.
fr,4,24,Environnement et confort,prévention,La lumière naturelle est une prévention à coût zéro.,L'exposition à la lumière solaire aide à produire de la vitamine D fondamentale pour les os et le cartilage.,Assurez à votre chien un accès régulier à la lumière solaire pendant la journée.
it,4,25,Ambiente e comfort,ambiente,Il microclima del giaciglio è importante.,Controllare che non sia su superfici fredde o in punti umidi fa una differenza concreta.,Posiziona il letto su una superficie isolata mai direttamente sul pavimento freddo.
en,4,25,Environment and comfort,environment,The bed microclimate matters.,Checking it is not on cold surfaces or in damp spots makes a concrete difference.,Position the bed on an insulated surface never directly on cold floor.
de,4,25,Umgebung und Komfort,Umgebung,Das Mikroklima des Lagers ist wichtig.,Zu überprüfen dass es nicht auf kalten Oberflächen oder an feuchten Stellen ist macht einen konkreten Unterschied.,Positioniere das Bett auf einer isolierten Oberfläche nie direkt auf dem kalten Boden.
fr,4,25,Environnement et confort,environnement,Le microclimat du couchage est important.,Vérifier qu'il n'est pas sur des surfaces froides ou dans des zones humides fait une différence concrète.,Positionnez le lit sur une surface isolée jamais directement sur le sol froid.
it,4,26,Ambiente e comfort,ambiente,L'ambiente estivo richiede zone fresche e ombreggiate.,Il caldo eccessivo affatica le articolazioni e riduce la voglia di muoversi nel cane artrosico.,Crea o individua zone fresche e ombreggiate per le ore più calde.
en,4,26,Environment and comfort,environment,The summer environment requires cool shaded areas.,Excessive heat tires the joints and reduces the desire to move in the arthritic dog.,Create or identify cool shaded areas for the hottest hours.
de,4,26,Umgebung und Komfort,Umgebung,Die Sommerumgebung erfordert kühle schattige Bereiche.,Übermäßige Hitze ermüdet die Gelenke und reduziert die Bewegungslust beim arthritischen Hund.,Schaffe oder identifiziere kühle schattige Bereiche für die heißesten Stunden.
fr,4,26,Environnement et confort,environnement,L'environnement estival nécessite des zones fraîches et ombragées.,La chaleur excessive fatigue les articulations et réduit l'envie de bouger chez le chien arthritique.,Créez ou identifiez des zones fraîches et ombragées pour les heures les plus chaudes.
it,4,27,Ambiente e comfort,prevenzione,Ispeziona regolarmente gli spazi del cane.,Individuare rischi ambientali prima che causino danni è la prevenzione più intelligente.,Fai oggi un giro critico della casa con occhio attento ai rischi per le articolazioni.
en,4,27,Environment and comfort,prevention,Regularly inspect your dog's spaces.,Identifying environmental risks before they cause damage is the smartest prevention.,Do a critical tour of the house today with a keen eye for joint risks.
de,4,27,Umgebung und Komfort,Prävention,Kontrolliere regelmäßig die Räume des Hundes.,Umgebungsrisiken zu erkennen bevor sie Schäden verursachen ist die klügste Prävention.,Mache heute einen kritischen Rundgang durch das Haus mit wachsamem Blick auf Gelenkrisiken.
fr,4,27,Environnement et confort,prévention,Inspectez régulièrement les espaces de votre chien.,Identifier les risques environnementaux avant qu'ils causent des dommages est la prévention la plus intelligente.,Faites aujourd'hui un tour critique de la maison avec un œil attentif aux risques articulaires.
it,4,28,Ambiente e comfort,ambiente,Un ambiente sicuro è un atto d'amore concreto.,Proteggere il cane dai rischi domestici quotidiani è cura attiva che si vede nei risultati.,Scegli oggi un miglioramento ambientale da fare questa settimana.
en,4,28,Environment and comfort,environment,A safe environment is a concrete act of love.,Protecting the dog from daily domestic risks is active care that shows in the results.,Choose one environmental improvement to make this week.
de,4,28,Umgebung und Komfort,Umgebung,Eine sichere Umgebung ist ein konkreter Liebesakt.,Den Hund vor täglichen häuslichen Risiken zu schützen ist aktive Fürsorge die sich in Ergebnissen zeigt.,Wähle heute eine Umgebungsverbesserung die du diese Woche vornimmst.
fr,4,28,Environnement et confort,environnement,Un environnement sûr est un acte d'amour concret.,Protéger le chien des risques domestiques quotidiens est un soin actif qui se voit dans les résultats.,Choisissez aujourd'hui une amélioration environnementale à faire cette semaine.
it,4,29,Ambiente e comfort,prevenzione,Il comfort ambientale si costruisce nel tempo.,Piccoli aggiustamenti fatti con costanza fanno una differenza enorme sulla salute articolare.,Fai un piccolo ma concreto miglioramento all'ambiente del tuo cane oggi.
en,4,29,Environment and comfort,prevention,Environmental comfort is built over time.,Small adjustments made consistently make an enormous difference to joint health.,Make one small but concrete improvement to your dog's environment today.
de,4,29,Umgebung und Komfort,Prävention,Umgebungskomfort wird mit der Zeit aufgebaut.,Kleine konsequent gemachte Anpassungen machen einen enormen Unterschied für die Gelenkgesundheit.,Mache heute eine kleine aber konkrete Verbesserung an der Umgebung deines Hundes.
fr,4,29,Environnement et confort,prévention,Le confort environnemental se construit dans le temps.,De petits ajustements faits avec constance font une énorme différence pour la santé articulaire.,Faites aujourd'hui une petite mais concrète amélioration à l'environnement de votre chien.
it,4,30,Ambiente e comfort,ambiente,Un mese dedicato al comfort lascia il segno.,Ogni piccolo miglioramento ambientale si traduce in benessere articolare quotidiano.,Osserva come il cane usa gli spazi migliorati e annota le differenze.
en,4,30,Environment and comfort,environment,A month dedicated to comfort makes a mark.,Every small environmental improvement translates into daily joint wellbeing.,Observe how the dog uses the improved spaces and note the differences.
de,4,30,Umgebung und Komfort,Umgebung,Ein Monat dem Komfort gewidmet hinterlässt Spuren.,Jede kleine Umgebungsverbesserung bedeutet tägliches Gelenkwohlbefinden.,Beobachte wie der Hund die verbesserten Räume nutzt und notiere die Unterschiede.
fr,4,30,Environnement et confort,environnement,Un mois dédié au confort laisse des traces.,Chaque petite amélioration environnementale se traduit en bien-être articulaire quotidien.,Observez comment le chien utilise les espaces améliorés et notez les différences.
