language_code,month_num,day_num,theme_month,category,phrase,explanation,micro_action
de,3,4,Ernährung und gesundes Gewicht,Prävention,Omega-3 ist ein natürlicher Gelenkverbündeter.,EPA- und DHA-Fettsäuren reduzieren Gelenkentzündungen: nützlich sowohl bei Krankheit als auch zur Prävention.,Frage den Tierarzt nach der Ergänzung mit zertifiziertem hochwertigem Fischöl.
fr,3,4,Alimentation et poids sain,prévention,L'oméga-3 est un allié naturel des articulations.,Les acides gras EPA et DHA réduisent l'inflammation articulaire: utiles tant en phase de maladie que de prévention.,Demandez au vétérinaire de compléter avec de l'huile de poisson de qualité certifiée.
it,3,5,Alimentazione e peso sano,alimentazione,I dolcetti hanno il loro peso.,Gli snack in eccesso aumentano il peso corporeo e il carico sulle articolazioni malate.,Riduci i premi a massimo il 10% delle calorie giornaliere totali.
en,3,5,Nutrition and healthy weight,nutrition,Treats have their weight.,Excess snacks increase body weight and the load on arthritic joints.,Reduce treats to a maximum of 10% of total daily calories.
de,3,5,Ernährung und gesundes Gewicht,Ernährung,Leckerlis haben ihr Gewicht.,Übermäßige Snacks erhöhen das Körpergewicht und die Belastung arthritischer Gelenke.,Reduziere Leckerlis auf maximal 10% der täglichen Gesamtkalorien.
fr,3,5,Alimentation et poids sain,alimentation,Les friandises ont leur poids.,Les friandises en excès augmentent le poids corporel et la charge sur les articulations malades.,Limitez les récompenses à un maximum de 10% des calories quotidiennes totales.
it,3,6,Alimentazione e peso sano,prevenzione,L'acqua è fondamentale per le articolazioni.,La cartilagine ha bisogno di idratazione costante: anche nel cane sano la disidratazione la danneggia.,Assicurati che il tuo cane abbia sempre acqua fresca e pulita disponibile.
en,3,6,Nutrition and healthy weight,prevention,Water is fundamental for the joints.,Cartilage needs constant hydration: even in healthy dogs dehydration damages it.,Make sure your dog always has fresh clean water available.
de,3,6,Ernährung und gesundes Gewicht,Prävention,Wasser ist grundlegend für die Gelenke.,Knorpel braucht ständige Hydratation: auch bei gesunden Hunden schädigt Dehydrierung ihn.,Stelle sicher dass dein Hund immer frisches sauberes Wasser zur Verfügung hat.
fr,3,6,Alimentation et poids sain,prévention,L'eau est fondamentale pour les articulations.,Le cartilage a besoin d'une hydratation constante: même chez le chien sain la déshydratation l'endommage.,Assurez-vous que votre chien a toujours de l'eau fraîche et propre disponible.
it,3,7,Alimentazione e peso sano,prevenzione,Il cibo di qualità è prevenzione concreta.,Un'alimentazione equilibrata riduce i rischi articolari nel tempo: investire nel cibo buono paga.,Leggi gli ingredienti del cibo che dai ed evita i primi tre se sono cereali raffinati.
en,3,7,Nutrition and healthy weight,prevention,Quality food is concrete prevention.,A balanced diet reduces joint risks over time: investing in good food pays off.,Read the ingredients of the food you give and avoid it if the first three are refined grains.
de,3,7,Ernährung und gesundes Gewicht,Prävention,Hochwertiges Futter ist konkrete Prävention.,Eine ausgewogene Ernährung reduziert Gelenkrisiken mit der Zeit: in gutes Futter zu investieren zahlt sich aus.,Lies die Zutaten des Futters das du gibst und vermeide es wenn die ersten drei raffinierte Körner sind.
fr,3,7,Alimentation et poids sain,prévention,La nourriture de qualité est une prévention concrète.,Une alimentation équilibrée réduit les risques articulaires dans le temps: investir dans une bonne nourriture est rentable.,Lisez les ingrédients de la nourriture que vous donnez et évitez-la si les trois premiers sont des céréales raffinées.
it,3,8,Alimentazione e peso sano,prevenzione,La curcuma ha proprietà antinfiammatorie documentate.,Usata con cautela e consiglio veterinario può supportare le articolazioni sia malate che sane.,Chiedi al vet se la curcuma con piperina è adatta al tuo cane.
en,3,8,Nutrition and healthy weight,prevention,Turmeric has documented anti-inflammatory properties.,Used with caution and veterinary advice it can support both arthritic and healthy joints.,Ask the vet if turmeric with piperine is suitable for your dog.
de,3,8,Ernährung und gesundes Gewicht,Prävention,Kurkuma hat dokumentierte entzündungshemmende Eigenschaften.,Mit Vorsicht und tierärztlichem Rat verwendet kann es sowohl arthritische als auch gesunde Gelenke unterstützen.,Frage den Tierarzt ob Kurkuma mit Piperin für deinen Hund geeignet ist.
fr,3,8,Alimentation et poids sain,prévention,Le curcuma a des propriétés anti-inflammatoires documentées.,Utilisé avec prudence et conseil vétérinaire il peut soutenir les articulations malades comme saines.,Demandez au vétérinaire si le curcuma avec pipérine convient à votre chien.
it,3,9,Alimentazione e peso sano,alimentazione,Pesare il cibo evita gli eccessi.,Le porzioni a occhio portano facilmente al sovrappeso: la bilancina è uno strumento semplice e potente.,Usa un bilancino per le porzioni questa settimana e nota la differenza.
en,3,9,Nutrition and healthy weight,nutrition,Weighing food prevents excess.,Eyeballing portions easily leads to overweight: a kitchen scale is a simple and powerful tool.,Use a kitchen scale for portions this week and notice the difference.
de,3,9,Ernährung und gesundes Gewicht,Ernährung,Futter abwiegen vermeidet Überschüsse.,Portionen nach Augenmaß führen leicht zu Übergewicht: eine Küchenwaage ist ein einfaches und wirkungsvolles Werkzeug.,Benutze diese Woche eine Küchenwaage für die Portionen und beachte den Unterschied.
fr,3,9,Alimentation et poids sain,alimentation,Peser la nourriture évite les excès.,Estimer les portions à l'œil mène facilement au surpoids: une balance de cuisine est un outil simple et puissant.,Utilisez une balance de cuisine pour les portions cette semaine et remarquez la différence.
it,3,10,Alimentazione e peso sano,alimentazione,Due pasti al giorno sono meglio di uno.,Distribuire la razione riduce i picchi glicemici e aiuta il metabolismo del cane artrosico e non.,Passa a due pasti se dai ancora tutto il cibo in una volta sola.
en,3,10,Nutrition and healthy weight,nutrition,Two meals a day are better than one.,Distributing the ration reduces blood sugar spikes and helps the metabolism of arthritic and healthy dogs alike.,Switch to two meals if you still give all the food at once.
de,3,10,Ernährung und gesundes Gewicht,Ernährung,Zwei Mahlzeiten am Tag sind besser als eine.,Die Ration aufzuteilen reduziert Blutzuckerspitzen und hilft dem Stoffwechsel von Arthritis- und gesunden Hunden.,Wechsle zu zwei Mahlzeiten wenn du noch alles Futter auf einmal gibst.
fr,3,10,Alimentation et poids sain,alimentation,Deux repas par jour valent mieux qu'un.,Répartir la ration réduit les pics de glycémie et aide le métabolisme du chien arthritique comme sain.,Passez à deux repas si vous donnez encore toute la nourriture en une seule fois.
it,3,11,Alimentazione e peso sano,alimentazione,La body condition score è la tua bussola.,Questa scala semplice ti dice se il peso del cane è ideale senza bisogno della bilancia.,Cerca online la guida BCS per cani e valuta il tuo oggi.
en,3,11,Nutrition and healthy weight,nutrition,The body condition score is your compass.,This simple scale tells you if the dog's weight is ideal without needing a scale.,Search online for the canine BCS guide and assess your dog today.
de,3,11,Ernährung und gesundes Gewicht,Ernährung,Der Body Condition Score ist dein Kompass.,Diese einfache Skala sagt dir ob das Gewicht des Hundes ideal ist ohne eine Waage zu brauchen.,Suche online nach dem BCS-Leitfaden für Hunde und bewerte deinen Hund heute.
fr,3,11,Alimentation et poids sain,alimentation,Le body condition score est votre boussole.,Cette échelle simple vous dit si le poids du chien est idéal sans avoir besoin d'une balance.,Recherchez en ligne le guide BCS canin et évaluez votre chien aujourd'hui.
it,3,12,Alimentazione e peso sano,prevenzione,Le razze grandi meritano attenzione al peso.,Il sovrappeso nelle razze grandi stresa enormemente le articolazioni già predisposte alla displasia.,Controlla il peso mensile se hai una razza grande o gigante.
en,3,12,Nutrition and healthy weight,prevention,Large breeds deserve weight attention.,Overweight in large breeds enormously stresses joints already predisposed to dysplasia.,Check the monthly weight if you have a large or giant breed.
de,3,12,Ernährung und gesundes Gewicht,Prävention,Große Rassen verdienen Aufmerksamkeit beim Gewicht.,Übergewicht bei großen Rassen belastet die ohnehin zu Dysplasie neigenden Gelenke enorm.,Kontrolliere das monatliche Gewicht wenn du eine große oder Riesenrasse hast.
fr,3,12,Alimentation et poids sain,prévention,Les grandes races méritent une attention au poids.,Le surpoids chez les grandes races stresse énormément les articulations déjà prédisposées à la dysplasie.,Vérifiez le poids mensuel si vous avez une grande ou très grande race.
it,3,13,Alimentazione e peso sano,prevenzione,La glucosamina si trova anche nel cibo.,Alcune fonti naturali come la trachea bovina la contengono: utile per prevenzione e supporto.,Chiedi al vet se integrare con fonti naturali di glucosamina.
en,3,13,Nutrition and healthy weight,prevention,Glucosamine is found in food too.,Some natural sources like beef trachea contain it: useful for prevention and support.,Ask the vet about supplementing with natural sources of glucosamine.
de,3,13,Ernährung und gesundes Gewicht,Prävention,Glucosamin findet sich auch im Futter.,Einige natürliche Quellen wie Rindertrachea enthalten es: nützlich für Prävention und Unterstützung.,Frage den Tierarzt nach der Ergänzung mit natürlichen Glucosaminquellen.
fr,3,13,Alimentation et poids sain,prévention,La glucosamine se trouve aussi dans la nourriture.,Certaines sources naturelles comme la trachée bovine en contiennent: utile pour la prévention et le soutien.,Demandez au vétérinaire de compléter avec des sources naturelles de glucosamine.
it,3,14,Alimentazione e peso sano,alimentazione,Evita i cibi pro-infiammatori.,Zuccheri aggiunti e cereali raffinati alimentano l'infiammazione sistemica che peggiora l'artrosi.,Riduci o elimina i cibi ultra-processati dalla dieta del tuo cane.
en,3,14,Nutrition and healthy weight,nutrition,Avoid pro-inflammatory foods.,Added sugars and refined grains feed systemic inflammation that worsens arthritis.,Reduce or eliminate ultra-processed foods from your dog's diet.
de,3,14,Ernährung und gesundes Gewicht,Ernährung,Vermeide entzündungsfördernde Lebensmittel.,Zugesetzter Zucker und raffinierte Körner fördern systemische Entzündungen die Arthritis verschlimmern.,Reduziere oder eliminiere ultra-verarbeitete Lebensmittel aus der Ernährung deines Hundes.
fr,3,14,Alimentation et poids sain,alimentation,Évitez les aliments pro-inflammatoires.,Les sucres ajoutés et les céréales raffinées alimentent l'inflammation systémique qui aggrave l'arthrose.,Réduisez ou éliminez les aliments ultra-transformés de l'alimentation de votre chien.
it,3,15,Alimentazione e peso sano,prevenzione,Il peso nei cuccioli è la prima prevenzione.,Non sovraalimentare i cuccioli di razze grandi: la crescita eccessiva stresa le articolazioni in formazione.,Segui rigorosamente le linee guida di crescita specifiche per la tua razza.
en,3,15,Nutrition and healthy weight,prevention,Weight in puppies is the first prevention.,Do not overfeed large breed puppies: excessive growth stresses forming joints.,Strictly follow the growth guidelines specific to your breed.
de,3,15,Ernährung und gesundes Gewicht,Prävention,Gewicht bei Welpen ist die erste Prävention.,Füttere Großrassen-Welpen nicht zu viel: übermäßiges Wachstum belastet sich bildende Gelenke.,Befolge streng die rassenspezifischen Wachstumsrichtlinien.
fr,3,15,Alimentation et poids sain,prévention,Le poids chez les chiots est la première prévention.,Ne suralimentez pas les chiots de grandes races: une croissance excessive stresse les articulations en formation.,Suivez strictement les directives de croissance spécifiques à votre race.
it,3,16,Alimentazione e peso sano,alimentazione,Il cibo umido aiuta l'idratazione.,Mescolare secco e umido aumenta l'apporto idrico giornaliero soprattutto nei cani che bevono poco.,Prova ad aggiungere un cucchiaio di umido al pasto secco.
en,3,16,Nutrition and healthy weight,nutrition,Wet food helps hydration.,Mixing dry and wet food increases daily water intake especially in dogs that drink little.,Try adding a spoonful of wet food to the dry meal.
de,3,16,Ernährung und gesundes Gewicht,Ernährung,Nassfutter hilft bei der Hydratation.,Trocken- und Nassfutter zu mischen erhöht die tägliche Wasseraufnahme besonders bei Hunden die wenig trinken.,Versuche dem Trockenfutter einen Löffel Nassfutter hinzuzufügen.
fr,3,16,Alimentation et poids sain,alimentation,La nourriture humide aide l'hydratation.,Mélanger sec et humide augmente l'apport hydrique quotidien surtout chez les chiens qui boivent peu.,Essayez d'ajouter une cuillère de nourriture humide au repas sec.
it,3,17,Alimentazione e peso sano,alimentazione,La dieta casalinga richiede competenza.,Senza supervisione veterinaria rischia di essere squilibrata e carente di nutrienti essenziali.,Non improvvisare la dieta casalinga: consulta sempre un veterinario nutrizionista.
en,3,17,Nutrition and healthy weight,nutrition,Home-cooked diet requires expertise.,Without veterinary supervision it risks being unbalanced and lacking essential nutrients.,Do not improvise a home diet: always consult a veterinary nutritionist.
de,3,17,Ernährung und gesundes Gewicht,Ernährung,Hausgemachte Diät erfordert Fachkenntnisse.,Ohne tierärztliche Aufsicht riskiert sie unausgewogen zu sein und wesentliche Nährstoffe zu missen.,Improvisiere keine Heimdiät: konsultiere immer einen Ernährungs-Tierarzt.
fr,3,17,Alimentation et poids sain,alimentation,L'alimentation maison nécessite de la compétence.,Sans supervision vétérinaire elle risque d'être déséquilibrée et carente en nutriments essentiels.,N'improvisez pas l'alimentation maison: consultez toujours un vétérinaire nutritionniste.
it,3,18,Alimentazione e peso sano,prevenzione,I probiotici sostengono l'intestino e le articolazioni.,Un intestino sano riduce l'infiammazione sistemica che nel tempo danneggia le cartilagini.,Chiedi al vet se i probiotici specifici per cani sono indicati.
en,3,18,Nutrition and healthy weight,prevention,Probiotics support the gut and the joints.,A healthy gut reduces systemic inflammation that over time damages cartilage.,Ask the vet if specific probiotics for dogs are indicated.
de,3,18,Ernährung und gesundes Gewicht,Prävention,Probiotika unterstützen Darm und Gelenke.,Ein gesunder Darm reduziert systemische Entzündungen die mit der Zeit den Knorpel schädigen.,Frage den Tierarzt ob spezifische Probiotika für Hunde angezeigt sind.
fr,3,18,Alimentation et poids sain,prévention,Les probiotiques soutiennent l'intestin et les articulations.,Un intestin sain réduit l'inflammation systémique qui avec le temps endommage les cartilages.,Demandez au vétérinaire si des probiotiques spécifiques pour chiens sont indiqués.
it,3,19,Alimentazione e peso sano,alimentazione,Le allergie alimentari possono infiammare le articolazioni.,Un'allergia non trattata mantiene alta l'infiammazione sistemica peggiorando i sintomi articolari.,Osserva reazioni cutanee o digestive dopo i pasti e segnalale al vet.
en,3,19,Nutrition and healthy weight,nutrition,Food allergies can inflame the joints.,An untreated allergy keeps systemic inflammation high worsening joint symptoms.,Observe skin or digestive reactions after meals and report them to the vet.
de,3,19,Ernährung und gesundes Gewicht,Ernährung,Lebensmittelallergien können die Gelenke entzünden.,Eine unbehandelte Allergie hält systemische Entzündungen hoch und verschlimmert Gelenksymptome.,Beobachte Haut- oder Verdauungsreaktionen nach den Mahlzeiten und melde sie dem Tierarzt.
fr,3,19,Alimentation et poids sain,alimentation,Les allergies alimentaires peuvent enflammer les articulations.,Une allergie non traitée maintient l'inflammation systémique élevée aggravant les symptômes articulaires.,Observez les réactions cutanées ou digestives après les repas et signalez-les au vétérinaire.
it,3,20,Alimentazione e peso sano,prevenzione,La vitamina D supporta ossa e articolazioni.,Una carenza può influenzare negativamente la densità ossea anche nel cane giovane e sano.,Chiedi al vet di controllare i livelli di vitamina D alla prossima visita.
en,3,20,Nutrition and healthy weight,prevention,Vitamin D supports bones and joints.,A deficiency can negatively affect bone density even in young healthy dogs.,Ask the vet to check vitamin D levels at the next visit.
de,3,20,Ernährung und gesundes Gewicht,Prävention,Vitamin D unterstützt Knochen und Gelenke.,Ein Mangel kann die Knochendichte auch bei jungen gesunden Hunden negativ beeinflussen.,Bitte den Tierarzt die Vitamin-D-Spiegel beim nächsten Besuch zu überprüfen.
fr,3,20,Alimentation et poids sain,prévention,La vitamine D soutient les os et les articulations.,Une carence peut affecter négativement la densité osseuse même chez le jeune chien sain.,Demandez au vétérinaire de vérifier les niveaux de vitamine D à la prochaine visite.
it,3,21,Alimentazione e peso sano,alimentazione,Non tutti i cani hanno le stesse esigenze.,Età razza e attività cambiano i fabbisogni: un cibo adatto a uno può essere sbagliato per un altro.,Personalizza la dieta con l'aiuto del veterinario.
en,3,21,Nutrition and healthy weight,nutrition,Not all dogs have the same needs.,Age breed and activity change nutritional requirements: food right for one may be wrong for another.,Personalise the diet with the vet's help.
de,3,21,Ernährung und gesundes Gewicht,Ernährung,Nicht alle Hunde haben die gleichen Bedürfnisse.,Alter Rasse und Aktivität ändern den Nährstoffbedarf: ein für einen richtiges Futter kann für einen anderen falsch sein.,Personalisiere die Diät mit Hilfe des Tierarztes.
fr,3,21,Alimentation et poids sain,alimentation,Tous les chiens n'ont pas les mêmes besoins.,Âge race et activité modifient les besoins nutritionnels: une nourriture adaptée à l'un peut être mauvaise pour un autre.,Personnalisez l'alimentation avec l'aide du vétérinaire.
it,3,22,Alimentazione e peso sano,prevenzione,I minerali sono la struttura delle articolazioni.,Calcio fosforo e magnesio equilibrati costruiscono ossa e cartilagini sane fin da cucciolo.,Verifica che il cibo rispetti le proporzioni consigliate per la fase di vita del cane.
en,3,22,Nutrition and healthy weight,prevention,Minerals are the structure of the joints.,Balanced calcium phosphorus and magnesium build healthy bones and cartilage from puppyhood.,Check that the food respects the recommended proportions for the dog's life stage.
de,3,22,Ernährung und gesundes Gewicht,Prävention,Mineralien sind die Struktur der Gelenke.,Ausgewogenes Kalzium Phosphor und Magnesium bauen gesunde Knochen und Knorpel ab dem Welpenalter auf.,Überprüfe ob das Futter die empfohlenen Verhältnisse für die Lebensphase des Hundes einhält.
fr,3,22,Alimentation et poids sain,prévention,Les minéraux sont la structure des articulations.,Le calcium le phosphore et le magnésium équilibrés construisent des os et des cartilages sains dès le chiot.,Vérifiez que la nourriture respecte les proportions recommandées pour la phase de vie du chien.
it,3,23,Alimentazione e peso sano,alimentazione,La dieta varia con le stagioni.,In inverno il cane può aver bisogno di più calorie per mantenere la temperatura corporea.,Adatta le porzioni alla stagione e al livello di attività attuale.
en,3,23,Nutrition and healthy weight,nutrition,Diet varies with the seasons.,In winter the dog may need more calories to maintain body temperature.,Adapt portions to the season and current activity level.
de,3,23,Ernährung und gesundes Gewicht,Ernährung,Die Ernährung variiert mit den Jahreszeiten.,Im Winter braucht der Hund möglicherweise mehr Kalorien um die Körpertemperatur zu halten.,Passe die Portionen an die Jahreszeit und das aktuelle Aktivitätsniveau an.
fr,3,23,Alimentation et poids sain,alimentation,L'alimentation varie avec les saisons.,En hiver le chien peut avoir besoin de plus de calories pour maintenir sa température corporelle.,Adaptez les portions à la saison et au niveau d'activité actuel.
it,3,24,Alimentazione e peso sano,alimentazione,Il cambiamento di cibo va fatto con gradualità.,Un cambio brusco causa disturbi digestivi che possono stressare ulteriormente il cane artrosico.,Cambia il cibo su 10 giorni mixando il vecchio con il nuovo.
en,3,24,Nutrition and healthy weight,nutrition,Food change must be done gradually.,A sudden change causes digestive issues that can further stress the arthritic dog.,Change food over 10 days by mixing the old with the new.
de,3,24,Ernährung und gesundes Gewicht,Ernährung,Futterwechsel muss schrittweise erfolgen.,Ein abrupter Wechsel verursacht Verdauungsprobleme die den Hund mit Arthritis weiter belasten können.,Wechsle das Futter über 10 Tage indem du das alte mit dem neuen mischst.
fr,3,24,Alimentation et poids sain,alimentation,Le changement de nourriture doit être fait progressivement.,Un changement brusque cause des troubles digestifs qui peuvent stresser davantage le chien arthritique.,Changez la nourriture sur 10 jours en mélangeant l'ancienne avec la nouvelle.
it,3,25,Alimentazione e peso sano,prevenzione,Le cartilagini hanno bisogno di nutrienti specifici.,Glucosamina e condroitina sono i mattoni del cartilagine: iniziare a supportarle da giovani è preventivo.,Controlla se il cibo scelto le contiene o chiedi al vet degli integratori mirati.
en,3,25,Nutrition and healthy weight,prevention,Cartilage needs specific nutrients.,Glucosamine and chondroitin are the building blocks of cartilage: supporting them from a young age is preventive.,Check if the chosen food contains them or ask the vet about targeted supplements.
de,3,25,Ernährung und gesundes Gewicht,Prävention,Knorpel braucht spezifische Nährstoffe.,Glucosamin und Chondroitin sind die Bausteine des Knorpels: sie von jung an zu unterstützen ist präventiv.,Überprüfe ob das gewählte Futter sie enthält oder frage den Tierarzt nach gezielten Ergänzungsmitteln.
fr,3,25,Alimentation et poids sain,prévention,Le cartilage a besoin de nutriments spécifiques.,La glucosamine et la chondroïtine sont les briques du cartilage: les soutenir dès le jeune âge est préventif.,Vérifiez si la nourriture choisie les contient ou demandez au vétérinaire des compléments ciblés.
it,3,26,Alimentazione e peso sano,alimentazione,Registrare il peso ogni mese è semplice e potente.,Il trend del peso nel tempo è più utile del valore singolo per monitorare l'artrosi.,Annota il peso oggi e fissa un promemoria mensile.
en,3,26,Nutrition and healthy weight,nutrition,Recording weight monthly is simple and powerful.,The weight trend over time is more useful than a single value for monitoring arthritis.,Note the weight today and set a monthly reminder.
de,3,26,Ernährung und gesundes Gewicht,Ernährung,Das Gewicht monatlich zu erfassen ist einfach und wirkungsvoll.,Der Gewichtstrend über die Zeit ist nützlicher als ein einzelner Wert zur Arthroseüberwachung.,Notiere das Gewicht heute und setze eine monatliche Erinnerung.
fr,3,26,Alimentation et poids sain,alimentation,Enregistrer le poids chaque mois est simple et puissant.,La tendance du poids dans le temps est plus utile qu'une valeur unique pour surveiller l'arthrose.,Notez le poids aujourd'hui et définissez un rappel mensuel.
it,3,27,Alimentazione e peso sano,prevenzione,Snack sì ma scegli bene.,I premi possono essere verdure o proteine magre: carote fagiolini o petto di pollo bollito.,Sostituisci i biscotti industriali con carote o pollo bollito questa settimana.
en,3,27,Nutrition and healthy weight,prevention,Treats yes but choose wisely.,Rewards can be vegetables or lean proteins: carrots green beans or boiled chicken breast.,Replace industrial biscuits with carrots or boiled chicken this week.
de,3,27,Ernährung und gesundes Gewicht,Prävention,Leckerlis ja aber wähle gut.,Belohnungen können Gemüse oder mageres Fleisch sein: Karotten grüne Bohnen oder gekochte Hühnerbrust.,Ersetze diese Woche industrielle Kekse durch Karotten oder gekochtes Hähnchen.
fr,3,27,Alimentation et poids sain,prévention,Friandises oui mais choisissez bien.,Les récompenses peuvent être des légumes ou des protéines maigres: carottes haricots verts ou poulet bouilli.,Remplacez les biscuits industriels par des carottes ou du poulet bouilli cette semaine.
it,3,28,Alimentazione e peso sano,alimentazione,Il cibo come terapia complementare.,L'alimentazione mirata può affiancare le cure veterinarie e migliorarne i risultati.,Parla con il vet di un approccio nutrizionale integrato alla gestione dell'artrosi.
en,3,28,Nutrition and healthy weight,nutrition,Food as complementary therapy.,Targeted nutrition can complement veterinary care and improve its results.,Talk with the vet about an integrated nutritional approach to arthritis management.
de,3,28,Ernährung und gesundes Gewicht,Ernährung,Futter als Ergänzungstherapie.,Gezielte Ernährung kann die tierärztliche Behandlung ergänzen und ihre Ergebnisse verbessern.,Sprich mit dem Tierarzt über einen integrierten Ernährungsansatz zur Arthritisbehandlung.
fr,3,28,Alimentation et poids sain,alimentation,La nourriture comme thérapie complémentaire.,Une nutrition ciblée peut accompagner les soins vétérinaires et améliorer leurs résultats.,Parlez au vétérinaire d'une approche nutritionnelle intégrée pour gérer l'arthrose.
it,3,29,Alimentazione e peso sano,prevenzione,L'alimentazione costruisce il futuro articolare.,Ogni scelta alimentare di oggi ha un impatto sulle articolazioni di domani: vale per ogni età.,Fai oggi una scelta alimentare migliore per il tuo cane.
en,3,29,Nutrition and healthy weight,prevention,Nutrition builds the joint future.,Every food choice today has an impact on tomorrow's joints: applies at every age.,Make one better food choice for your dog today.
de,3,29,Ernährung und gesundes Gewicht,Prävention,Ernährung baut die Gelenkzukunft auf.,Jede heutige Ernährungsentscheidung hat Auswirkungen auf die Gelenke von morgen: gilt in jedem Alter.,Triff heute eine bessere Ernährungsentscheidung für deinen Hund.
fr,3,29,Alimentation et poids sain,prévention,L'alimentation construit l'avenir articulaire.,Chaque choix alimentaire d'aujourd'hui a un impact sur les articulations de demain: vaut à chaque âge.,Faites aujourd'hui un meilleur choix alimentaire pour votre chien.
it,3,30,Alimentazione e peso sano,alimentazione,Un mese di attenzione all'alimentazione si vede e si sente.,Le scelte giornaliere costruiscono la salute articolare mattone per mattone.,Rifletti sui cambiamenti fatti questo mese e pianifica il prossimo passo.
en,3,30,Nutrition and healthy weight,nutrition,A month of dietary attention shows and is felt.,Daily choices build joint health brick by brick.,Reflect on the changes made this month and plan the next step.
de,3,30,Ernährung und gesundes Gewicht,Ernährung,Ein Monat Aufmerksamkeit für die Ernährung zeigt und fühlt sich an.,Tägliche Entscheidungen bauen die Gelenkgesundheit Stein für Stein auf.,Reflektiere über die Veränderungen dieses Monats und plane den nächsten Schritt.
fr,3,30,Alimentation et poids sain,alimentation,Un mois d'attention à l'alimentation se voit et se ressent.,Les choix quotidiens construisent la santé articulaire brique par brique.,Réfléchissez aux changements apportés ce mois et planifiez la prochaine étape.
